id,name,category,amount,signup_date,notes
52,Customer 52,West,30,2024-01-15,
53,Customer 53,West,30,2024-01-15,
54,Customer 54,South,20,2024-01-15,
55,Customer 55,South,10,2024-01-15,
56,Customer 56,South,20,2024-01-15,
57,Customer 57,North,20,2024-01-15,
58,Customer 58,South,9999999,2024-01-15,
59,Customer 59,East,30,2024-01-15,
60,Customer 60,South,10,2024-01-15,
61,Customer 61,East,9999999,2024-01-15,
62,Customer 62,South,30,2024-01-15,
63,Customer 63,West,10,2024-01-15,
64,Customer 64,West,9999999,2024-01-15,
65,Customer 65,West,9999999,2024-01-15,
66,Customer 66,West,10,2024-01-15,
67,Customer 67,North,9999999,2024-01-15,
68,Customer 68,North,20,2024-01-15,
69,Customer 69,West,20,2024-01-15,
70,Customer 70,North,20,2024-01-15,
71,Customer 71,North,30,2024-01-15,
72,Customer 72,North,10,2024-01-15,
73,Customer 73,North,20,2024-01-15,
74,Customer 74 ,North,30,2024-01-15,
75,Customer 75,South,10,2024-01-15,
76,Customer 76,South,9999999,2024-01-15,
77,Customer 77,East,30,2024-01-15,
78,Customer 78,West,30,2024-01-15,
79,Customer 79,North,10,2024-01-15,
80,Customer 80,West,9999999,2024-01-15,
81,Customer 81,West,9999999,2024-01-15,
82,Customer 82,North,30,2024-01-15,
83,Customer 83,North,20,2024-01-15,
84,Customer 84,East,30,2024-01-15,
85,Customer 85,South,9999999,2024-01-15,
86,Customer 86,South,10,2024-01-15,
87,Customer 87,South,30,2024-01-15,
88,Customer 88,East,10,2024-01-15,
89,Customer 89,East,10,2024-01-15,
90,Customer 90,South,30,2024-01-15,
91,Customer 91,South,30,2024-01-15,
92,Customer 92,South,30,2024-01-15,
93,Customer 93,South,20,2024-01-15,
94,Customer 94,South,9999999,2024-01-15,
95,Customer 95,West,20,2024-01-15,
96,Customer 96,North,30,2024-01-15,
97,Customer 97,East,10,2024-01-15,
98,Customer 98,East,9999999,2024-01-15,
99,Customer 99,East,20,2024-01-15,
100,Customer 100,East,9999999,2024-01-15,
101,Customer 101,North,30,2024-01-15,
102,Customer 102,North,20,2024-01-15,
103,Customer 103,West,20,2024-01-15,
104,Customer 104,East,20,2024-01-15,
105,Customer 105,West,20,2024-01-15,
106,Customer 106,West,10,2024-01-15,
107,Customer 107,North,30,2024-01-15,
108,Customer 108,West,10,2024-01-15,
109,Customer 109,West,20,2024-01-15,
110,Customer 110,West,20,2024-01-15,
111,Customer 111 ,North,30,2024-01-15,
112,Customer 112,West,9999999,2024-01-15,
113,Customer 113,North,9999999,2024-01-15,
114,Customer 114,South,20,2024-01-15,
115,Customer 115,North,20,2024-01-15,
116,Customer 116,West,20,2024-01-15,
117,Customer 117,West,20,2024-01-15,
118,Customer 118,South,30,2024-01-15,
119,Customer 119,North,20,2024-01-15,
120,Customer 120,North,10,2024-01-15,
121,Customer 121,West,20,2024-01-15,
122,Customer 122,South,20,2024-01-15,
123,Customer 123,East,10,2024-01-15,
124,Customer 124,East,20,2024-01-15,
125,Customer 125,East,20,2024-01-15,
126,Customer 126,West,30,2024-01-15,
127,Customer 127,North,20,2024-01-15,
128,Customer 128,West,30,2024-01-15,
129,Customer 129,South,9999999,2024-01-15,
130,Customer 130,North,20,2024-01-15,
131,Customer 131,South,9999999,2024-01-15,
132,Customer 132,South,10,2024-01-15,
133,Customer 133,South,20,2024-01-15,
134,Customer 134,North,9999999,2024-01-15,
135,Customer 135,East,10,2024-01-15,
136,Customer 136,North,9999999,2024-01-15,
137,Customer 137,South,10,2024-01-15,
138,Customer 138,East,20,2024-01-15,
139,Customer 139,North,10,2024-01-15,
140,Customer 140,North,9999999,2024-01-15,
141,Customer 141,West,10,2024-01-15,
142,Customer 142,South,30,2024-01-15,
143,Customer 143,West,30,2024-01-15,
144,Customer 144,South,9999999,2024-01-15,
145,Customer 145,South,30,2024-01-15,
146,Customer 146,South,9999999,2024-01-15,
147,Customer 147,North,9999999,2024-01-15,
148,Customer 148 ,West,9999999,2024-01-15,
149,Customer 149,North,30,2024-01-15,
150,Customer 150,West,20,2024-01-15,
151,Customer 151,South,10,2024-01-15,
152,Customer 152,North,30,2024-01-15,
153,Customer 153,East,20,2024-01-15,
154,Customer 154,East,20,2024-01-15,
155,Customer 155,West,20,2024-01-15,
156,Customer 156,North,20,2024-01-15,
157,Customer 157,West,9999999,2024-01-15,
158,Customer 158,South,20,2024-01-15,
159,Customer 159,West,20,2024-01-15,
160,Customer 160,East,9999999,2024-01-15,
161,Customer 161,South,9999999,2024-01-15,
162,Customer 162,East,30,2024-01-15,
163,Customer 163,East,10,2024-01-15,
164,Customer 164,East,10,2024-01-15,
165,Customer 165,West,9999999,2024-01-15,
166,Customer 166,West,10,2024-01-15,
167,Customer 167,East,30,2024-01-15,
168,Customer 168,North,10,2024-01-15,
169,Customer 169,North,20,2024-01-15,
170,Customer 170,East,10,2024-01-15,
171,Customer 171,North,30,2024-01-15,
172,Customer 172,East,20,2024-01-15,
173,Customer 173,West,20,2024-01-15,
174,Customer 174,West,30,2024-01-15,
175,Customer 175,West,20,2024-01-15,
176,Customer 176,North,30,2024-01-15,
177,Customer 177,North,30,2024-01-15,
178,Customer 178,West,20,2024-01-15,
179,Customer 179,East,10,2024-01-15,
180,Customer 180,North,10,2024-01-15,
181,Customer 181,North,30,2024-01-15,
182,Customer 182,North,20,2024-01-15,
183,Customer 183,North,30,2024-01-15,
184,Customer 184,North,9999999,2024-01-15,
185,Customer 185 ,West,30,2024-01-15,
186,Customer 186,South,30,2024-01-15,
187,Customer 187,South,10,2024-01-15,
188,Customer 188,South,10,2024-01-15,
189,Customer 189,North,30,2024-01-15,
190,Customer 190,South,20,2024-01-15,
191,Customer 191,East,30,2024-01-15,
192,Customer 192,East,20,2024-01-15,
193,Customer 193,South,9999999,2024-01-15,
194,Customer 194,East,30,2024-01-15,
195,Customer 195,East,10,2024-01-15,
196,Customer 196,North,10,2024-01-15,
197,Customer 197,South,10,2024-01-15,
198,Customer 198,South,9999999,2024-01-15,
199,Customer 199,North,9999999,2024-01-15,
200,Customer 200,West,9999999,2024-01-15,
201,Customer 201,East,9999999,2024-01-15,
202,Customer 202,South,20,2024-01-15,
203,Customer 203,South,30,2024-01-15,
204,Customer 204,West,20,2024-01-15,
205,Customer 205,North,30,2024-01-15,
206,Customer 206,North,20,2024-01-15,
207,Customer 207,East,10,2024-01-15,
208,Customer 208,South,9999999,2024-01-15,
209,Customer 209,North,10,2024-01-15,
210,Customer 210,East,9999999,2024-01-15,
211,Customer 211,East,20,2024-01-15,
212,Customer 212,West,10,2024-01-15,
213,Customer 213,South,20,2024-01-15,
214,Customer 214,West,30,2024-01-15,
215,Customer 215,East,10,2024-01-15,
216,Customer 216,East,30,2024-01-15,
217,Customer 217,South,30,2024-01-15,
218,Customer 218,East,10,2024-01-15,
219,Customer 219,East,20,2024-01-15,
220,Customer 220,North,20,2024-01-15,
221,Customer 221,West,30,2024-01-15,
222,Customer 222 ,West,10,2024-01-15,
223,Customer 223,South,30,2024-01-15,
224,Customer 224,North,20,2024-01-15,
225,Customer 225,East,10,2024-01-15,
226,Customer 226,South,10,2024-01-15,
227,Customer 227,North,9999999,2024-01-15,
228,Customer 228,North,9999999,2024-01-15,
229,Customer 229,East,30,2024-01-15,
230,Customer 230,North,20,2024-01-15,
231,Customer 231,West,20,2024-01-15,
232,Customer 232,West,30,2024-01-15,
233,Customer 233,East,20,2024-01-15,
234,Customer 234,North,20,2024-01-15,
235,Customer 235,South,9999999,2024-01-15,
236,Customer 236,South,10,2024-01-15,
237,Customer 237,North,10,2024-01-15,
238,Customer 238,South,10,2024-01-15,
239,Customer 239,North,30,2024-01-15,
240,Customer 240,West,9999999,2024-01-15,
241,Customer 241,North,10,2024-01-15,
242,Customer 242,West,20,2024-01-15,
243,Customer 243,North,30,2024-01-15,
244,Customer 244,North,9999999,2024-01-15,
245,Customer 245,North,10,2024-01-15,
246,Customer 246,East,9999999,2024-01-15,
247,Customer 247,East,10,2024-01-15,
248,Customer 248,South,20,2024-01-15,
249,Customer 249,West,20,2024-01-15,
250,Customer 250,West,9999999,2024-01-15,
251,Customer 251,West,10,2024-01-15,
252,Customer 252,North,30,2024-01-15,
253,Customer 253,North,20,2024-01-15,
254,Customer 254,East,20,2024-01-15,
255,Customer 255,East,30,2024-01-15,
256,Customer 256,North,20,2024-01-15,
257,Customer 257,North,9999999,2024-01-15,
258,Customer 258,East,9999999,2024-01-15,
259,Customer 259 ,South,10,2024-01-15,
260,Customer 260,East,9999999,2024-01-15,
261,Customer 261,West,30,2024-01-15,
262,Customer 262,West,9999999,2024-01-15,
263,Customer 263,South,10,2024-01-15,
264,Customer 264,North,30,2024-01-15,
265,Customer 265,North,9999999,2024-01-15,
266,Customer 266,West,30,2024-01-15,
267,Customer 267,West,10,2024-01-15,
268,Customer 268,West,30,2024-01-15,
269,Customer 269,South,20,2024-01-15,
270,Customer 270,North,10,2024-01-15,
271,Customer 271,East,20,2024-01-15,
272,Customer 272,South,30,2024-01-15,
273,Customer 273,North,30,2024-01-15,
274,Customer 274,South,30,2024-01-15,
275,Customer 275,West,9999999,2024-01-15,
276,Customer 276,North,9999999,2024-01-15,
277,Customer 277,North,20,2024-01-15,
278,Customer 278,West,9999999,2024-01-15,
279,Customer 279,East,9999999,2024-01-15,
280,Customer 280,West,20,2024-01-15,
281,Customer 281,West,30,2024-01-15,
282,Customer 282,North,30,2024-01-15,
283,Customer 283,North,30,2024-01-15,
284,Customer 284,East,30,2024-01-15,
285,Customer 285,North,9999999,2024-01-15,
286,Customer 286,North,20,2024-01-15,
287,Customer 287,East,30,2024-01-15,
288,Customer 288,North,30,2024-01-15,
289,Customer 289,West,9999999,2024-01-15,
290,Customer 290,East,10,2024-01-15,
291,Customer 291,East,9999999,2024-01-15,
292,Customer 292,East,10,2024-01-15,
293,Customer 293,North,10,2024-01-15,
294,Customer 294,South,30,2024-01-15,
295,Customer 295,East,20,2024-01-15,
296,Customer 296 ,East,9999999,2024-01-15,
297,Customer 297,East,20,2024-01-15,
298,Customer 298,North,9999999,2024-01-15,
299,Customer 299,South,9999999,2024-01-15,
300,Customer 300,North,10,2024-01-15,
301,Customer 301,West,9999999,2024-01-15,
302,Customer 302,East,20,2024-01-15,
303,Customer 303,North,9999999,2024-01-15,
304,Customer 304,South,20,2024-01-15,
305,Customer 305,West,9999999,2024-01-15,
306,Customer 306,East,30,2024-01-15,
307,Customer 307,East,30,2024-01-15,
308,Customer 308,West,30,2024-01-15,
309,Customer 309,East,20,2024-01-15,
310,Customer 310,West,9999999,2024-01-15,
311,Customer 311,South,10,2024-01-15,
312,Customer 312,North,20,2024-01-15,
313,Customer 313,West,20,2024-01-15,
314,Customer 314,West,20,2024-01-15,
315,Customer 315,West,30,2024-01-15,
316,Customer 316,South,9999999,2024-01-15,
317,Customer 317,South,20,2024-01-15,
318,Customer 318,South,10,2024-01-15,
319,Customer 319,North,30,2024-01-15,
320,Customer 320,South,30,2024-01-15,
321,Customer 321,East,30,2024-01-15,
322,Customer 322,North,20,2024-01-15,
323,Customer 323,West,9999999,2024-01-15,
324,Customer 324,South,9999999,2024-01-15,
325,Customer 325,East,9999999,2024-01-15,
326,Customer 326,North,30,2024-01-15,
327,Customer 327,East,9999999,2024-01-15,
328,Customer 328,South,30,2024-01-15,
329,Customer 329,North,20,2024-01-15,
330,Customer 330,South,30,2024-01-15,
331,Customer 331,West,9999999,2024-01-15,
332,Customer 332,West,9999999,2024-01-15,
333,Customer 333 ,North,30,2024-01-15,
334,Customer 334,North,20,2024-01-15,
335,Customer 335,West,9999999,2024-01-15,
336,Customer 336,North,9999999,2024-01-15,
337,Customer 337,West,10,2024-01-15,
338,Customer 338,West,9999999,2024-01-15,
339,Customer 339,North,20,2024-01-15,
340,Customer 340,South,20,2024-01-15,
341,Customer 341,North,20,2024-01-15,
342,Customer 342,North,9999999,2024-01-15,
343,Customer 343,North,10,2024-01-15,
344,Customer 344,South,20,2024-01-15,
345,Customer 345,East,10,2024-01-15,
346,Customer 346,East,20,2024-01-15,
347,Customer 347,North,9999999,2024-01-15,
348,Customer 348,North,10,2024-01-15,
349,Customer 349,South,30,2024-01-15,
350,Customer 350,East,9999999,2024-01-15,
351,Customer 351,North,20,2024-01-15,
352,Customer 352,East,10,2024-01-15,
353,Customer 353,East,9999999,2024-01-15,
354,Customer 354,South,30,2024-01-15,
355,Customer 355,South,9999999,2024-01-15,
356,Customer 356,North,20,2024-01-15,
357,Customer 357,East,9999999,2024-01-15,
358,Customer 358,North,10,2024-01-15,
359,Customer 359,West,20,2024-01-15,
360,Customer 360,North,9999999,2024-01-15,
361,Customer 361,South,30,2024-01-15,
362,Customer 362,East,9999999,2024-01-15,
363,Customer 363,West,20,2024-01-15,
364,Customer 364,East,10,2024-01-15,
365,Customer 365,East,9999999,2024-01-15,
366,Customer 366,South,9999999,2024-01-15,
367,Customer 367,East,10,2024-01-15,
368,Customer 368,South,10,2024-01-15,
369,Customer 369,South,9999999,2024-01-15,
370,Customer 370 ,South,30,2024-01-15,
371,Customer 371,West,20,2024-01-15,
372,Customer 372,East,20,2024-01-15,
373,Customer 373,North,30,2024-01-15,
374,Customer 374,South,9999999,2024-01-15,
375,Customer 375,West,20,2024-01-15,
376,Customer 376,North,9999999,2024-01-15,
377,Customer 377,West,20,2024-01-15,
378,Customer 378,South,10,2024-01-15,
379,Customer 379,South,10,2024-01-15,
380,Customer 380,North,9999999,2024-01-15,
381,Customer 381,South,10,2024-01-15,
382,Customer 382,West,9999999,2024-01-15,
383,Customer 383,North,30,2024-01-15,
384,Customer 384,South,10,2024-01-15,
385,Customer 385,South,30,2024-01-15,
386,Customer 386,West,20,2024-01-15,
387,Customer 387,East,10,2024-01-15,
388,Customer 388,East,9999999,2024-01-15,
389,Customer 389,West,30,2024-01-15,
390,Customer 390,North,20,2024-01-15,
391,Customer 391,North,10,2024-01-15,
392,Customer 392,North,30,2024-01-15,
393,Customer 393,West,30,2024-01-15,
394,Customer 394,South,10,2024-01-15,
395,Customer 395,East,9999999,2024-01-15,
396,Customer 396,West,30,2024-01-15,
397,Customer 397,North,10,2024-01-15,
398,Customer 398,South,9999999,2024-01-15,
399,Customer 399,West,30,2024-01-15,
400,Customer 400,East,20,2024-01-15,
401,Customer 401,West,30,2024-01-15,
402,Customer 402,West,10,2024-01-15,
403,Customer 403,West,20,2024-01-15,
404,Customer 404,West,10,2024-01-15,
405,Customer 405,West,10,2024-01-15,
406,Customer 406,North,10,2024-01-15,
407,Customer 407 ,South,30,2024-01-15,
408,Customer 408,East,10,2024-01-15,
409,Customer 409,East,30,2024-01-15,
410,Customer 410,North,30,2024-01-15,
411,Customer 411,East,30,2024-01-15,
412,Customer 412,East,30,2024-01-15,
413,Customer 413,North,10,2024-01-15,
414,Customer 414,South,10,2024-01-15,
415,Customer 415,West,10,2024-01-15,
416,Customer 416,West,9999999,2024-01-15,
417,Customer 417,West,30,2024-01-15,
418,Customer 418,South,9999999,2024-01-15,
419,Customer 419,South,9999999,2024-01-15,
420,Customer 420,East,10,2024-01-15,
421,Customer 421,South,20,2024-01-15,
422,Customer 422,East,30,2024-01-15,
423,Customer 423,East,9999999,2024-01-15,
424,Customer 424,South,10,2024-01-15,
425,Customer 425,South,9999999,2024-01-15,
426,Customer 426,West,20,2024-01-15,
427,Customer 427,North,10,2024-01-15,
428,Customer 428,East,9999999,2024-01-15,
429,Customer 429,West,20,2024-01-15,
430,Customer 430,North,10,2024-01-15,
431,Customer 431,North,30,2024-01-15,
432,Customer 432,North,20,2024-01-15,
433,Customer 433,West,9999999,2024-01-15,
434,Customer 434,South,9999999,2024-01-15,
435,Customer 435,South,20,2024-01-15,
436,Customer 436,West,9999999,2024-01-15,
437,Customer 437,North,20,2024-01-15,
438,Customer 438,East,30,2024-01-15,
439,Customer 439,East,30,2024-01-15,
440,Customer 440,East,30,2024-01-15,
441,Customer 441,South,30,2024-01-15,
442,Customer 442,South,9999999,2024-01-15,
443,Customer 443,South,20,2024-01-15,
444,Customer 444 ,South,20,2024-01-15,
445,Customer 445,South,30,2024-01-15,
446,Customer 446,North,30,2024-01-15,
447,Customer 447,East,9999999,2024-01-15,
448,Customer 448,South,20,2024-01-15,
449,Customer 449,West,10,2024-01-15,
450,Customer 450,North,10,2024-01-15,
451,Customer 451,West,10,2024-01-15,
452,Customer 452,West,20,2024-01-15,
453,Customer 453,North,30,2024-01-15,
454,Customer 454,South,30,2024-01-15,
455,Customer 455,North,10,2024-01-15,
456,Customer 456,South,20,2024-01-15,
457,Customer 457,East,10,2024-01-15,
458,Customer 458,West,20,2024-01-15,
459,Customer 459,North,30,2024-01-15,
460,Customer 460,East,10,2024-01-15,
461,Customer 461,North,20,2024-01-15,
462,Customer 462,East,30,2024-01-15,
463,Customer 463,North,20,2024-01-15,
464,Customer 464,East,20,2024-01-15,
465,Customer 465,South,10,2024-01-15,
466,Customer 466,East,10,2024-01-15,
467,Customer 467,East,9999999,2024-01-15,
468,Customer 468,East,20,2024-01-15,
469,Customer 469,South,10,2024-01-15,
470,Customer 470,West,10,2024-01-15,
471,Customer 471,North,9999999,2024-01-15,
472,Customer 472,North,9999999,2024-01-15,
473,Customer 473,South,9999999,2024-01-15,
474,Customer 474,South,10,2024-01-15,
475,Customer 475,East,9999999,2024-01-15,
476,Customer 476,East,9999999,2024-01-15,
477,Customer 477,West,30,2024-01-15,
478,Customer 478,East,10,2024-01-15,
479,Customer 479,West,30,2024-01-15,
480,Customer 480,North,9999999,2024-01-15,
481,Customer 481 ,South,30,2024-01-15,
482,Customer 482,West,9999999,2024-01-15,
483,Customer 483,North,20,2024-01-15,
484,Customer 484,South,9999999,2024-01-15,
485,Customer 485,North,9999999,2024-01-15,
486,Customer 486,West,10,2024-01-15,
487,Customer 487,West,30,2024-01-15,
488,Customer 488,South,20,2024-01-15,
489,Customer 489,North,10,2024-01-15,
490,Customer 490,West,20,2024-01-15,
491,Customer 491,East,10,2024-01-15,
492,Customer 492,South,20,2024-01-15,
493,Customer 493,East,30,2024-01-15,
494,Customer 494,South,20,2024-01-15,
495,Customer 495,North,10,2024-01-15,
496,Customer 496,West,9999999,2024-01-15,
497,Customer 497,East,20,2024-01-15,
498,Customer 498,North,20,2024-01-15,
499,Customer 499,East,9999999,2024-01-15,
500,Customer 500,North,N/A,2024-01-15,
501,Customer 501,North,9999999,2024-01-15,
502,Customer 502,South,20,2024-01-15,
503,Customer 503,South,9999999,2024-01-15,
504,Customer 504,South,9999999,2024-01-15,
505,Customer 505,North,20,2024-01-15,
506,Customer 506,South,9999999,2024-01-15,
507,Customer 507,East,9999999,2024-01-15,
508,Customer 508,South,10,2024-01-15,
509,Customer 509,South,20,2024-01-15,
510,Customer 510,North,10,2024-01-15,
511,Customer 511,North,30,2024-01-15,
512,Customer 512,West,9999999,2024-01-15,
513,Customer 513,West,30,2024-01-15,
514,Customer 514,South,30,2024-01-15,
515,Customer 515,West,9999999,2024-01-15,
516,Customer 516,West,30,2024-01-15,
517,Customer 517,South,9999999,2024-01-15,
518,Customer 518 ,North,10,2024-01-15,
519,Customer 519,West,9999999,2024-01-15,
520,Customer 520,West,20,2024-01-15,
521,Customer 521,South,9999999,2024-01-15,
522,Customer 522,West,9999999,2024-01-15,
523,Customer 523,North,10,2024-01-15,
524,Customer 524,East,20,2024-01-15,
525,Customer 525,East,9999999,2024-01-15,
526,Customer 526,West,10,2024-01-15,
527,Customer 527,North,10,2024-01-15,
528,Customer 528,North,20,2024-01-15,
529,Customer 529,North,30,2024-01-15,
530,Customer 530,West,10,2024-01-15,
531,Customer 531,North,20,2024-01-15,
532,Customer 532,North,10,2024-01-15,
533,Customer 533,South,20,2024-01-15,
534,Customer 534,East,9999999,2024-01-15,
535,Customer 535,South,20,2024-01-15,
536,Customer 536,East,10,2024-01-15,
537,Customer 537,South,30,2024-01-15,
538,Customer 538,East,30,2024-01-15,
539,Customer 539,South,9999999,2024-01-15,
540,Customer 540,West,30,2024-01-15,
541,Customer 541,East,20,2024-01-15,
542,Customer 542,East,20,2024-01-15,
543,Customer 543,North,30,2024-01-15,
544,Customer 544,South,20,2024-01-15,
545,Customer 545,South,9999999,2024-01-15,
546,Customer 546,East,30,2024-01-15,
547,Customer 547,South,9999999,2024-01-15,
548,Customer 548,North,30,2024-01-15,
549,Customer 549,East,10,2024-01-15,
550,Customer 550,North,9999999,2024-01-15,
551,Customer 551,West,30,2024-01-15,
552,Customer 552,East,30,2024-01-15,
553,Customer 553,East,9999999,2024-01-15,
554,Customer 554,East,20,2024-01-15,
555,Customer 555 ,North,30,2024-01-15,
556,Customer 556,South,9999999,2024-01-15,
557,Customer 557,North,20,2024-01-15,
558,Customer 558,East,30,2024-01-15,
559,Customer 559,East,30,2024-01-15,
560,Customer 560,North,10,2024-01-15,
561,Customer 561,South,20,2024-01-15,
562,Customer 562,West,30,2024-01-15,
563,Customer 563,East,9999999,2024-01-15,
564,Customer 564,South,10,2024-01-15,
565,Customer 565,South,9999999,2024-01-15,
566,Customer 566,North,10,2024-01-15,
567,Customer 567,North,10,2024-01-15,
568,Customer 568,East,30,2024-01-15,
569,Customer 569,East,10,2024-01-15,
570,Customer 570,West,20,2024-01-15,
571,Customer 571,South,30,2024-01-15,
572,Customer 572,East,20,2024-01-15,
573,Customer 573,South,9999999,2024-01-15,
574,Customer 574,North,20,2024-01-15,
575,Customer 575,South,20,2024-01-15,
576,Customer 576,North,9999999,2024-01-15,
577,Customer 577,South,10,2024-01-15,
578,Customer 578,West,30,2024-01-15,
579,Customer 579,North,30,2024-01-15,
580,Customer 580,East,10,2024-01-15,
581,Customer 581,West,9999999,2024-01-15,
582,Customer 582,South,20,2024-01-15,
583,Customer 583,North,10,2024-01-15,
584,Customer 584,North,10,2024-01-15,
585,Customer 585,South,9999999,2024-01-15,
586,Customer 586,South,20,2024-01-15,
587,Customer 587,North,10,2024-01-15,
588,Customer 588,South,10,2024-01-15,
589,Customer 589,West,20,2024-01-15,
590,Customer 590,West,20,2024-01-15,
591,Customer 591,East,20,2024-01-15,
592,Customer 592 ,East,10,2024-01-15,
593,Customer 593,West,10,2024-01-15,
594,Customer 594,West,10,2024-01-15,
595,Customer 595,West,9999999,2024-01-15,
596,Customer 596,West,10,2024-01-15,
597,Customer 597,South,20,2024-01-15,
598,Customer 598,East,10,2024-01-15,
599,Customer 599,North,20,2024-01-15,
600,Customer 600,East,10,2024-01-15,
601,Customer 601,North,30,2024-01-15,
602,Customer 602,West,30,2024-01-15,
603,Customer 603,East,30,2024-01-15,
604,Customer 604,North,20,2024-01-15,
605,Customer 605,South,10,2024-01-15,
606,Customer 606,South,30,2024-01-15,
607,Customer 607,South,20,2024-01-15,
608,Customer 608,South,30,2024-01-15,
609,Customer 609,East,9999999,2024-01-15,
610,Customer 610,West,20,2024-01-15,
611,Customer 611,West,9999999,2024-01-15,
612,Customer 612,North,10,2024-01-15,
613,Customer 613,South,9999999,2024-01-15,
614,Customer 614,South,30,2024-01-15,
615,Customer 615,North,9999999,2024-01-15,
616,Customer 616,South,20,2024-01-15,
617,Customer 617,North,10,2024-01-15,
618,Customer 618,North,10,2024-01-15,
619,Customer 619,East,20,2024-01-15,
620,Customer 620,North,20,2024-01-15,
621,Customer 621,North,10,2024-01-15,
622,Customer 622,North,20,2024-01-15,
623,Customer 623,North,10,2024-01-15,
624,Customer 624,East,10,2024-01-15,
625,Customer 625,North,20,2024-01-15,
626,Customer 626,North,9999999,2024-01-15,
627,Customer 627,South,20,2024-01-15,
628,Customer 628,North,20,2024-01-15,
629,Customer 629 ,North,10,2024-01-15,
630,Customer 630,East,10,2024-01-15,
631,Customer 631,North,9999999,2024-01-15,
632,Customer 632,North,20,2024-01-15,
633,Customer 633,East,20,2024-01-15,
634,Customer 634,East,30,2024-01-15,
635,Customer 635,East,9999999,2024-01-15,
636,Customer 636,East,10,2024-01-15,
637,Customer 637,East,30,2024-01-15,
638,Customer 638,East,10,2024-01-15,
639,Customer 639,West,30,2024-01-15,
640,Customer 640,North,30,2024-01-15,
641,Customer 641,North,9999999,2024-01-15,
642,Customer 642,North,9999999,2024-01-15,
643,Customer 643,West,30,2024-01-15,
644,Customer 644,South,10,2024-01-15,
645,Customer 645,East,10,2024-01-15,
646,Customer 646,West,20,2024-01-15,
647,Customer 647,South,10,2024-01-15,
648,Customer 648,North,30,2024-01-15,
649,Customer 649,East,10,2024-01-15,
650,Customer 650,North,9999999,2024-01-15,
651,Customer 651,South,9999999,2024-01-15,
652,Customer 652,East,9999999,2024-01-15,
653,Customer 653,South,30,2024-01-15,
654,Customer 654,South,30,2024-01-15,
655,Customer 655,West,20,2024-01-15,
656,Customer 656,North,20,2024-01-15,
657,Customer 657,West,10,2024-01-15,
658,Customer 658,East,10,2024-01-15,
659,Customer 659,North,30,2024-01-15,
660,Customer 660,West,9999999,2024-01-15,
661,Customer 661,West,10,2024-01-15,
662,Customer 662,East,10,2024-01-15,
663,Customer 663,East,20,2024-01-15,
664,Customer 664,West,30,2024-01-15,
665,Customer 665,West,20,2024-01-15,
666,Customer 666 ,West,20,2024-01-15,
667,Customer 667,North,20,2024-01-15,
668,Customer 668,East,30,2024-01-15,
669,Customer 669,West,20,2024-01-15,
670,Customer 670,South,30,2024-01-15,
671,Customer 671,West,9999999,2024-01-15,
672,Customer 672,South,30,2024-01-15,
673,Customer 673,East,20,2024-01-15,
674,Customer 674,South,9999999,2024-01-15,
675,Customer 675,East,20,2024-01-15,
676,Customer 676,South,30,2024-01-15,
677,Customer 677,South,20,2024-01-15,
678,Customer 678,East,30,2024-01-15,
679,Customer 679,South,20,2024-01-15,
