id,name,category,amount,signup_date,notes
63,Customer 63,North,30,2024-01-15,
64,Customer 64,East,10,2024-01-15,
65,Customer 65,South,9999999,2024-01-15,
66,Customer 66,South,9999999,2024-01-15,
67,Customer 67,West,20,2024-01-15,
68,Customer 68,West,9999999,2024-01-15,
69,Customer 69,South,10,2024-01-15,
70,Customer 70,West,9999999,2024-01-15,
71,Customer 71,West,20,2024-01-15,
72,Customer 72,West,20,2024-01-15,
73,Customer 73,North,20,2024-01-15,
74,Customer 74 ,East,10,2024-01-15,
75,Customer 75,South,30,2024-01-15,
76,Customer 76,South,20,2024-01-15,
77,Customer 77,East,9999999,2024-01-15,
78,Customer 78,East,20,2024-01-15,
79,Customer 79,East,10,2024-01-15,
80,Customer 80,West,10,2024-01-15,
81,Customer 81,West,10,2024-01-15,
82,Customer 82,North,9999999,2024-01-15,
83,Customer 83,South,9999999,2024-01-15,
84,Customer 84,East,20,2024-01-15,
85,Customer 85,West,30,2024-01-15,
86,Customer 86,West,30,2024-01-15,
87,Customer 87,East,20,2024-01-15,
88,Customer 88,West,30,2024-01-15,
89,Customer 89,North,9999999,2024-01-15,
90,Customer 90,South,30,2024-01-15,
91,Customer 91,West,10,2024-01-15,
92,Customer 92,East,20,2024-01-15,
93,Customer 93,South,10,2024-01-15,
94,Customer 94,West,9999999,2024-01-15,
95,Customer 95,West,9999999,2024-01-15,
96,Customer 96,North,20,2024-01-15,
97,Customer 97,South,20,2024-01-15,
98,Customer 98,East,10,2024-01-15,
99,Customer 99,West,10,2024-01-15,
100,Customer 100,South,9999999,2024-01-15,
101,Customer 101,South,10,2024-01-15,
102,Customer 102,East,20,2024-01-15,
103,Customer 103,West,9999999,2024-01-15,
104,Customer 104,North,10,2024-01-15,
105,Customer 105,North,10,2024-01-15,
106,Customer 106,East,9999999,2024-01-15,
107,Customer 107,North,20,2024-01-15,
108,Customer 108,North,30,2024-01-15,
109,Customer 109,East,10,2024-01-15,
110,Customer 110,North,30,2024-01-15,
111,Customer 111 ,West,10,2024-01-15,
112,Customer 112,South,9999999,2024-01-15,
113,Customer 113,West,30,2024-01-15,
114,Customer 114,West,20,2024-01-15,
115,Customer 115,North,9999999,2024-01-15,
116,Customer 116,North,10,2024-01-15,
117,Customer 117,West,30,2024-01-15,
118,Customer 118,West,9999999,2024-01-15,
119,Customer 119,South,10,2024-01-15,
120,Customer 120,West,30,2024-01-15,
121,Customer 121,North,9999999,2024-01-15,
122,Customer 122,East,20,2024-01-15,
123,Customer 123,South,20,2024-01-15,
124,Customer 124,East,20,2024-01-15,
125,Customer 125,East,9999999,2024-01-15,
126,Customer 126,North,30,2024-01-15,
127,Customer 127,North,20,2024-01-15,
128,Customer 128,North,30,2024-01-15,
129,Customer 129,West,10,2024-01-15,
130,Customer 130,North,9999999,2024-01-15,
131,Customer 131,West,20,2024-01-15,
132,Customer 132,East,30,2024-01-15,
133,Customer 133,South,20,2024-01-15,
134,Customer 134,North,10,2024-01-15,
135,Customer 135,West,30,2024-01-15,
136,Customer 136,West,30,2024-01-15,
137,Customer 137,West,9999999,2024-01-15,
138,Customer 138,East,20,2024-01-15,
139,Customer 139,East,30,2024-01-15,
140,Customer 140,West,20,2024-01-15,
141,Customer 141,South,10,2024-01-15,
142,Customer 142,East,20,2024-01-15,
143,Customer 143,South,30,2024-01-15,
144,Customer 144,North,30,2024-01-15,
145,Customer 145,West,10,2024-01-15,
146,Customer 146,East,20,2024-01-15,
147,Customer 147,East,30,2024-01-15,
148,Customer 148 ,East,20,2024-01-15,
149,Customer 149,North,10,2024-01-15,
150,Customer 150,East,10,2024-01-15,
151,Customer 151,South,10,2024-01-15,
152,Customer 152,West,20,2024-01-15,
153,Customer 153,North,10,2024-01-15,
154,Customer 154,West,20,2024-01-15,
155,Customer 155,East,20,2024-01-15,
156,Customer 156,South,9999999,2024-01-15,
157,Customer 157,South,9999999,2024-01-15,
158,Customer 158,East,30,2024-01-15,
159,Customer 159,East,20,2024-01-15,
160,Customer 160,West,9999999,2024-01-15,
161,Customer 161,East,9999999,2024-01-15,
162,Customer 162,West,30,2024-01-15,
163,Customer 163,North,9999999,2024-01-15,
164,Customer 164,South,30,2024-01-15,
165,Customer 165,East,9999999,2024-01-15,
166,Customer 166,West,9999999,2024-01-15,
167,Customer 167,South,10,2024-01-15,
168,Customer 168,West,10,2024-01-15,
169,Customer 169,East,30,2024-01-15,
170,Customer 170,East,10,2024-01-15,
171,Customer 171,South,9999999,2024-01-15,
172,Customer 172,North,9999999,2024-01-15,
173,Customer 173,South,20,2024-01-15,
174,Customer 174,East,10,2024-01-15,
175,Customer 175,North,20,2024-01-15,
176,Customer 176,West,20,2024-01-15,
177,Customer 177,North,30,2024-01-15,
178,Customer 178,South,20,2024-01-15,
179,Customer 179,South,10,2024-01-15,
180,Customer 180,East,10,2024-01-15,
181,Customer 181,North,10,2024-01-15,
182,Customer 182,North,30,2024-01-15,
183,Customer 183,South,30,2024-01-15,
184,Customer 184,West,20,2024-01-15,
185,Customer 185 ,North,20,2024-01-15,
186,Customer 186,North,30,2024-01-15,
187,Customer 187,West,20,2024-01-15,
188,Customer 188,South,20,2024-01-15,
189,Customer 189,West,30,2024-01-15,
190,Customer 190,West,10,2024-01-15,
191,Customer 191,South,20,2024-01-15,
192,Customer 192,West,30,2024-01-15,
193,Customer 193,West,30,2024-01-15,
194,Customer 194,South,30,2024-01-15,
195,Customer 195,North,9999999,2024-01-15,
196,Customer 196,North,9999999,2024-01-15,
197,Customer 197,North,30,2024-01-15,
198,Customer 198,South,30,2024-01-15,
199,Customer 199,South,10,2024-01-15,
200,Customer 200,North,10,2024-01-15,
201,Customer 201,South,20,2024-01-15,
202,Customer 202,West,10,2024-01-15,
203,Customer 203,West,20,2024-01-15,
204,Customer 204,East,9999999,2024-01-15,
205,Customer 205,South,20,2024-01-15,
206,Customer 206,West,10,2024-01-15,
207,Customer 207,East,30,2024-01-15,
208,Customer 208,North,9999999,2024-01-15,
209,Customer 209,East,20,2024-01-15,
210,Customer 210,West,30,2024-01-15,
211,Customer 211,North,30,2024-01-15,
212,Customer 212,East,20,2024-01-15,
213,Customer 213,North,10,2024-01-15,
214,Customer 214,West,30,2024-01-15,
215,Customer 215,North,30,2024-01-15,
216,Customer 216,North,20,2024-01-15,
217,Customer 217,South,9999999,2024-01-15,
218,Customer 218,South,10,2024-01-15,
219,Customer 219,East,10,2024-01-15,
220,Customer 220,East,20,2024-01-15,
221,Customer 221,North,10,2024-01-15,
222,Customer 222 ,South,10,2024-01-15,
223,Customer 223,North,30,2024-01-15,
224,Customer 224,North,10,2024-01-15,
225,Customer 225,South,9999999,2024-01-15,
226,Customer 226,East,20,2024-01-15,
227,Customer 227,East,20,2024-01-15,
228,Customer 228,West,30,2024-01-15,
229,Customer 229,North,9999999,2024-01-15,
230,Customer 230,West,20,2024-01-15,
231,Customer 231,North,9999999,2024-01-15,
232,Customer 232,East,30,2024-01-15,
233,Customer 233,West,20,2024-01-15,
234,Customer 234,South,30,2024-01-15,
235,Customer 235,North,20,2024-01-15,
236,Customer 236,West,9999999,2024-01-15,
237,Customer 237,East,30,2024-01-15,
238,Customer 238,West,9999999,2024-01-15,
239,Customer 239,South,30,2024-01-15,
240,Customer 240,East,30,2024-01-15,
241,Customer 241,North,10,2024-01-15,
242,Customer 242,East,9999999,2024-01-15,
243,Customer 243,South,30,2024-01-15,
244,Customer 244,North,30,2024-01-15,
245,Customer 245,North,20,2024-01-15,
246,Customer 246,East,20,2024-01-15,
247,Customer 247,West,20,2024-01-15,
248,Customer 248,East,10,2024-01-15,
249,Customer 249,West,10,2024-01-15,
250,Customer 250,South,20,2024-01-15,
251,Customer 251,South,10,2024-01-15,
252,Customer 252,North,10,2024-01-15,
253,Customer 253,East,30,2024-01-15,
254,Customer 254,North,20,2024-01-15,
255,Customer 255,North,20,2024-01-15,
256,Customer 256,South,20,2024-01-15,
257,Customer 257,North,30,2024-01-15,
258,Customer 258,East,30,2024-01-15,
259,Customer 259 ,South,30,2024-01-15,
260,Customer 260,South,20,2024-01-15,
261,Customer 261,North,10,2024-01-15,
262,Customer 262,North,20,2024-01-15,
263,Customer 263,West,30,2024-01-15,
264,Customer 264,South,10,2024-01-15,
265,Customer 265,West,20,2024-01-15,
266,Customer 266,West,9999999,2024-01-15,
267,Customer 267,East,30,2024-01-15,
268,Customer 268,West,9999999,2024-01-15,
269,Customer 269,North,10,2024-01-15,
270,Customer 270,South,20,2024-01-15,
271,Customer 271,South,30,2024-01-15,
272,Customer 272,South,30,2024-01-15,
273,Customer 273,South,30,2024-01-15,
274,Customer 274,West,30,2024-01-15,
275,Customer 275,North,30,2024-01-15,
276,Customer 276,South,20,2024-01-15,
277,Customer 277,South,30,2024-01-15,
278,Customer 278,North,20,2024-01-15,
279,Customer 279,North,10,2024-01-15,
280,Customer 280,East,20,2024-01-15,
281,Customer 281,West,30,2024-01-15,
282,Customer 282,East,10,2024-01-15,
283,Customer 283,South,9999999,2024-01-15,
284,Customer 284,West,20,2024-01-15,
285,Customer 285,East,9999999,2024-01-15,
286,Customer 286,North,30,2024-01-15,
287,Customer 287,South,9999999,2024-01-15,
288,Customer 288,North,9999999,2024-01-15,
289,Customer 289,South,9999999,2024-01-15,
290,Customer 290,East,10,2024-01-15,
291,Customer 291,North,30,2024-01-15,
292,Customer 292,West,10,2024-01-15,
293,Customer 293,North,20,2024-01-15,
294,Customer 294,South,20,2024-01-15,
295,Customer 295,North,30,2024-01-15,
296,Customer 296 ,West,10,2024-01-15,
297,Customer 297,South,9999999,2024-01-15,
298,Customer 298,North,20,2024-01-15,
299,Customer 299,South,20,2024-01-15,
300,Customer 300,South,30,2024-01-15,
