id,name,category,amount,signup_date,notes
128,Customer 128,North,10,2024-01-15,
129,Customer 129,East,10,2024-01-15,
130,Customer 130,South,20,2024-01-15,
131,Customer 131,North,9999999,2024-01-15,
132,Customer 132,North,10,2024-01-15,
133,Customer 133,East,20,2024-01-15,
134,Customer 134,South,9999999,2024-01-15,
135,Customer 135,West,30,2024-01-15,
136,Customer 136,East,20,2024-01-15,
137,Customer 137,South,10,2024-01-15,
138,Customer 138,North,9999999,2024-01-15,
139,Customer 139,South,30,2024-01-15,
140,Customer 140,South,30,2024-01-15,
141,Customer 141,West,20,2024-01-15,
142,Customer 142,West,20,2024-01-15,
143,Customer 143,South,30,2024-01-15,
144,Customer 144,West,9999999,2024-01-15,
145,Customer 145,West,10,2024-01-15,
146,Customer 146,West,20,2024-01-15,
147,Customer 147,West,10,2024-01-15,
148,Customer 148 ,West,30,2024-01-15,
149,Customer 149,West,30,2024-01-15,
150,Customer 150,East,9999999,2024-01-15,
151,Customer 151,North,30,2024-01-15,
152,Customer 152,South,20,2024-01-15,
153,Customer 153,West,9999999,2024-01-15,
154,Customer 154,East,10,2024-01-15,
155,Customer 155,West,9999999,2024-01-15,
156,Customer 156,North,20,2024-01-15,
157,Customer 157,West,10,2024-01-15,
158,Customer 158,West,20,2024-01-15,
159,Customer 159,North,20,2024-01-15,
160,Customer 160,South,9999999,2024-01-15,
161,Customer 161,South,30,2024-01-15,
162,Customer 162,South,9999999,2024-01-15,
163,Customer 163,West,10,2024-01-15,
164,Customer 164,East,9999999,2024-01-15,
165,Customer 165,West,20,2024-01-15,
166,Customer 166,North,20,2024-01-15,
167,Customer 167,North,30,2024-01-15,
168,Customer 168,North,9999999,2024-01-15,
169,Customer 169,East,9999999,2024-01-15,
170,Customer 170,East,9999999,2024-01-15,
171,Customer 171,North,9999999,2024-01-15,
172,Customer 172,East,10,2024-01-15,
173,Customer 173,West,20,2024-01-15,
174,Customer 174,South,30,2024-01-15,
175,Customer 175,South,10,2024-01-15,
176,Customer 176,West,9999999,2024-01-15,
177,Customer 177,East,9999999,2024-01-15,
178,Customer 178,North,20,2024-01-15,
179,Customer 179,West,30,2024-01-15,
180,Customer 180,East,10,2024-01-15,
181,Customer 181,West,10,2024-01-15,
182,Customer 182,South,9999999,2024-01-15,
183,Customer 183,West,30,2024-01-15,
184,Customer 184,West,20,2024-01-15,
185,Customer 185 ,North,30,2024-01-15,
186,Customer 186,East,30,2024-01-15,
187,Customer 187,East,30,2024-01-15,
188,Customer 188,West,30,2024-01-15,
189,Customer 189,South,10,2024-01-15,
190,Customer 190,South,9999999,2024-01-15,
191,Customer 191,East,10,2024-01-15,
192,Customer 192,South,10,2024-01-15,
193,Customer 193,South,9999999,2024-01-15,
194,Customer 194,North,30,2024-01-15,
195,Customer 195,North,10,2024-01-15,
196,Customer 196,East,9999999,2024-01-15,
197,Customer 197,East,20,2024-01-15,
198,Customer 198,North,30,2024-01-15,
199,Customer 199,West,30,2024-01-15,
200,Customer 200,South,30,2024-01-15,
201,Customer 201,West,9999999,2024-01-15,
202,Customer 202,West,30,2024-01-15,
203,Customer 203,West,20,2024-01-15,
204,Customer 204,East,20,2024-01-15,
205,Customer 205,South,30,2024-01-15,
206,Customer 206,South,10,2024-01-15,
207,Customer 207,South,9999999,2024-01-15,
208,Customer 208,South,30,2024-01-15,
209,Customer 209,South,30,2024-01-15,
210,Customer 210,South,20,2024-01-15,
211,Customer 211,West,30,2024-01-15,
212,Customer 212,East,9999999,2024-01-15,
213,Customer 213,East,30,2024-01-15,
214,Customer 214,East,9999999,2024-01-15,
215,Customer 215,East,10,2024-01-15,
216,Customer 216,West,30,2024-01-15,
217,Customer 217,South,9999999,2024-01-15,
218,Customer 218,East,30,2024-01-15,
219,Customer 219,West,9999999,2024-01-15,
220,Customer 220,South,10,2024-01-15,
221,Customer 221,West,30,2024-01-15,
222,Customer 222 ,North,20,2024-01-15,
223,Customer 223,East,10,2024-01-15,
224,Customer 224,East,20,2024-01-15,
225,Customer 225,West,10,2024-01-15,
226,Customer 226,East,10,2024-01-15,
227,Customer 227,West,20,2024-01-15,
228,Customer 228,West,30,2024-01-15,
229,Customer 229,East,20,2024-01-15,
230,Customer 230,South,30,2024-01-15,
231,Customer 231,North,9999999,2024-01-15,
232,Customer 232,South,20,2024-01-15,
233,Customer 233,East,30,2024-01-15,
234,Customer 234,West,20,2024-01-15,
235,Customer 235,East,30,2024-01-15,
236,Customer 236,East,10,2024-01-15,
237,Customer 237,South,20,2024-01-15,
238,Customer 238,North,20,2024-01-15,
239,Customer 239,East,30,2024-01-15,
240,Customer 240,South,10,2024-01-15,
241,Customer 241,North,20,2024-01-15,
242,Customer 242,West,9999999,2024-01-15,
243,Customer 243,South,30,2024-01-15,
244,Customer 244,North,30,2024-01-15,
245,Customer 245,West,30,2024-01-15,
246,Customer 246,North,20,2024-01-15,
247,Customer 247,West,9999999,2024-01-15,
248,Customer 248,East,9999999,2024-01-15,
249,Customer 249,West,10,2024-01-15,
250,Customer 250,West,9999999,2024-01-15,
251,Customer 251,West,20,2024-01-15,
252,Customer 252,West,9999999,2024-01-15,
253,Customer 253,North,10,2024-01-15,
254,Customer 254,South,9999999,2024-01-15,
255,Customer 255,South,10,2024-01-15,
256,Customer 256,West,10,2024-01-15,
257,Customer 257,West,30,2024-01-15,
258,Customer 258,East,10,2024-01-15,
259,Customer 259 ,East,10,2024-01-15,
260,Customer 260,South,20,2024-01-15,
261,Customer 261,South,10,2024-01-15,
262,Customer 262,North,9999999,2024-01-15,
263,Customer 263,West,30,2024-01-15,
264,Customer 264,West,10,2024-01-15,
265,Customer 265,North,20,2024-01-15,
266,Customer 266,South,9999999,2024-01-15,
267,Customer 267,South,10,2024-01-15,
268,Customer 268,North,10,2024-01-15,
269,Customer 269,North,20,2024-01-15,
270,Customer 270,South,30,2024-01-15,
271,Customer 271,East,20,2024-01-15,
272,Customer 272,North,9999999,2024-01-15,
273,Customer 273,North,20,2024-01-15,
274,Customer 274,North,20,2024-01-15,
275,Customer 275,South,9999999,2024-01-15,
276,Customer 276,South,10,2024-01-15,
277,Customer 277,East,9999999,2024-01-15,
278,Customer 278,South,9999999,2024-01-15,
279,Customer 279,South,10,2024-01-15,
280,Customer 280,South,20,2024-01-15,
281,Customer 281,South,9999999,2024-01-15,
282,Customer 282,East,30,2024-01-15,
283,Customer 283,South,9999999,2024-01-15,
284,Customer 284,South,9999999,2024-01-15,
285,Customer 285,East,9999999,2024-01-15,
286,Customer 286,North,30,2024-01-15,
287,Customer 287,West,10,2024-01-15,
288,Customer 288,East,30,2024-01-15,
289,Customer 289,East,9999999,2024-01-15,
290,Customer 290,West,20,2024-01-15,
291,Customer 291,North,20,2024-01-15,
292,Customer 292,South,10,2024-01-15,
293,Customer 293,South,20,2024-01-15,
294,Customer 294,North,9999999,2024-01-15,
295,Customer 295,North,20,2024-01-15,
296,Customer 296 ,West,30,2024-01-15,
297,Customer 297,South,10,2024-01-15,
298,Customer 298,East,20,2024-01-15,
299,Customer 299,South,10,2024-01-15,
300,Customer 300,South,10,2024-01-15,
301,Customer 301,North,20,2024-01-15,
302,Customer 302,East,9999999,2024-01-15,
303,Customer 303,South,20,2024-01-15,
304,Customer 304,East,30,2024-01-15,
305,Customer 305,West,10,2024-01-15,
306,Customer 306,North,9999999,2024-01-15,
307,Customer 307,East,9999999,2024-01-15,
308,Customer 308,East,10,2024-01-15,
309,Customer 309,South,10,2024-01-15,
310,Customer 310,East,9999999,2024-01-15,
311,Customer 311,West,30,2024-01-15,
312,Customer 312,West,20,2024-01-15,
313,Customer 313,South,20,2024-01-15,
314,Customer 314,West,9999999,2024-01-15,
315,Customer 315,West,30,2024-01-15,
316,Customer 316,East,9999999,2024-01-15,
317,Customer 317,West,20,2024-01-15,
318,Customer 318,South,9999999,2024-01-15,
319,Customer 319,East,9999999,2024-01-15,
320,Customer 320,North,30,2024-01-15,
321,Customer 321,East,20,2024-01-15,
322,Customer 322,South,9999999,2024-01-15,
323,Customer 323,East,20,2024-01-15,
324,Customer 324,East,20,2024-01-15,
325,Customer 325,North,10,2024-01-15,
326,Customer 326,South,10,2024-01-15,
327,Customer 327,North,30,2024-01-15,
328,Customer 328,East,30,2024-01-15,
329,Customer 329,West,30,2024-01-15,
330,Customer 330,West,10,2024-01-15,
331,Customer 331,North,9999999,2024-01-15,
332,Customer 332,South,30,2024-01-15,
333,Customer 333 ,South,20,2024-01-15,
334,Customer 334,West,20,2024-01-15,
335,Customer 335,West,10,2024-01-15,
336,Customer 336,North,30,2024-01-15,
337,Customer 337,West,9999999,2024-01-15,
338,Customer 338,South,20,2024-01-15,
339,Customer 339,South,30,2024-01-15,
340,Customer 340,East,20,2024-01-15,
341,Customer 341,West,9999999,2024-01-15,
342,Customer 342,South,20,2024-01-15,
343,Customer 343,East,10,2024-01-15,
344,Customer 344,South,20,2024-01-15,
345,Customer 345,West,9999999,2024-01-15,
346,Customer 346,West,10,2024-01-15,
347,Customer 347,West,9999999,2024-01-15,
348,Customer 348,West,9999999,2024-01-15,
349,Customer 349,South,30,2024-01-15,
350,Customer 350,South,20,2024-01-15,
351,Customer 351,North,10,2024-01-15,
352,Customer 352,North,10,2024-01-15,
353,Customer 353,West,9999999,2024-01-15,
354,Customer 354,South,9999999,2024-01-15,
355,Customer 355,North,30,2024-01-15,
356,Customer 356,East,30,2024-01-15,
357,Customer 357,North,9999999,2024-01-15,
358,Customer 358,South,9999999,2024-01-15,
359,Customer 359,North,30,2024-01-15,
360,Customer 360,West,10,2024-01-15,
361,Customer 361,South,10,2024-01-15,
362,Customer 362,South,20,2024-01-15,
363,Customer 363,South,30,2024-01-15,
364,Customer 364,South,10,2024-01-15,
365,Customer 365,North,30,2024-01-15,
366,Customer 366,South,10,2024-01-15,
367,Customer 367,South,9999999,2024-01-15,
368,Customer 368,East,10,2024-01-15,
369,Customer 369,West,30,2024-01-15,
370,Customer 370 ,East,10,2024-01-15,
371,Customer 371,North,30,2024-01-15,
372,Customer 372,North,30,2024-01-15,
373,Customer 373,East,30,2024-01-15,
374,Customer 374,West,30,2024-01-15,
375,Customer 375,South,30,2024-01-15,
376,Customer 376,North,10,2024-01-15,
377,Customer 377,West,30,2024-01-15,
378,Customer 378,East,10,2024-01-15,
379,Customer 379,North,10,2024-01-15,
380,Customer 380,West,9999999,2024-01-15,
381,Customer 381,South,9999999,2024-01-15,
382,Customer 382,South,20,2024-01-15,
383,Customer 383,North,10,2024-01-15,
384,Customer 384,South,30,2024-01-15,
385,Customer 385,North,30,2024-01-15,
386,Customer 386,South,10,2024-01-15,
387,Customer 387,West,20,2024-01-15,
388,Customer 388,East,10,2024-01-15,
389,Customer 389,North,10,2024-01-15,
390,Customer 390,South,20,2024-01-15,
391,Customer 391,North,20,2024-01-15,
392,Customer 392,West,10,2024-01-15,
393,Customer 393,East,10,2024-01-15,
394,Customer 394,North,20,2024-01-15,
395,Customer 395,West,9999999,2024-01-15,
396,Customer 396,South,20,2024-01-15,
397,Customer 397,South,9999999,2024-01-15,
398,Customer 398,East,9999999,2024-01-15,
399,Customer 399,South,10,2024-01-15,
400,Customer 400,West,9999999,2024-01-15,
401,Customer 401,South,9999999,2024-01-15,
402,Customer 402,South,9999999,2024-01-15,
403,Customer 403,South,30,2024-01-15,
404,Customer 404,East,10,2024-01-15,
405,Customer 405,South,20,2024-01-15,
406,Customer 406,East,9999999,2024-01-15,
407,Customer 407 ,West,9999999,2024-01-15,
408,Customer 408,South,9999999,2024-01-15,
409,Customer 409,West,9999999,2024-01-15,
410,Customer 410,South,30,2024-01-15,
411,Customer 411,North,30,2024-01-15,
412,Customer 412,North,9999999,2024-01-15,
413,Customer 413,East,9999999,2024-01-15,
414,Customer 414,West,10,2024-01-15,
415,Customer 415,East,30,2024-01-15,
416,Customer 416,West,20,2024-01-15,
417,Customer 417,East,9999999,2024-01-15,
418,Customer 418,South,9999999,2024-01-15,
419,Customer 419,West,20,2024-01-15,
420,Customer 420,East,30,2024-01-15,
421,Customer 421,North,9999999,2024-01-15,
422,Customer 422,West,20,2024-01-15,
423,Customer 423,West,10,2024-01-15,
424,Customer 424,West,9999999,2024-01-15,
425,Customer 425,West,10,2024-01-15,
426,Customer 426,East,9999999,2024-01-15,
427,Customer 427,South,30,2024-01-15,
428,Customer 428,South,20,2024-01-15,
429,Customer 429,West,20,2024-01-15,
430,Customer 430,West,9999999,2024-01-15,
431,Customer 431,West,20,2024-01-15,
432,Customer 432,East,30,2024-01-15,
433,Customer 433,East,9999999,2024-01-15,
434,Customer 434,East,30,2024-01-15,
435,Customer 435,West,10,2024-01-15,
436,Customer 436,South,10,2024-01-15,
437,Customer 437,North,9999999,2024-01-15,
438,Customer 438,North,10,2024-01-15,
439,Customer 439,East,30,2024-01-15,
440,Customer 440,West,30,2024-01-15,
441,Customer 441,East,20,2024-01-15,
442,Customer 442,West,10,2024-01-15,
443,Customer 443,South,9999999,2024-01-15,
444,Customer 444 ,North,9999999,2024-01-15,
445,Customer 445,East,10,2024-01-15,
446,Customer 446,East,10,2024-01-15,
447,Customer 447,South,9999999,2024-01-15,
448,Customer 448,North,10,2024-01-15,
449,Customer 449,West,30,2024-01-15,
450,Customer 450,North,9999999,2024-01-15,
451,Customer 451,South,9999999,2024-01-15,
452,Customer 452,East,20,2024-01-15,
453,Customer 453,East,20,2024-01-15,
454,Customer 454,West,30,2024-01-15,
455,Customer 455,West,9999999,2024-01-15,
456,Customer 456,North,30,2024-01-15,
457,Customer 457,East,20,2024-01-15,
458,Customer 458,East,20,2024-01-15,
459,Customer 459,South,30,2024-01-15,
460,Customer 460,South,20,2024-01-15,
461,Customer 461,West,20,2024-01-15,
462,Customer 462,West,20,2024-01-15,
463,Customer 463,South,30,2024-01-15,
464,Customer 464,North,20,2024-01-15,
465,Customer 465,West,9999999,2024-01-15,
466,Customer 466,South,30,2024-01-15,
467,Customer 467,South,20,2024-01-15,
468,Customer 468,North,9999999,2024-01-15,
469,Customer 469,South,20,2024-01-15,
470,Customer 470,North,20,2024-01-15,
471,Customer 471,West,10,2024-01-15,
472,Customer 472,South,20,2024-01-15,
473,Customer 473,West,30,2024-01-15,
474,Customer 474,North,10,2024-01-15,
475,Customer 475,North,30,2024-01-15,
476,Customer 476,North,30,2024-01-15,
477,Customer 477,West,30,2024-01-15,
478,Customer 478,North,9999999,2024-01-15,
479,Customer 479,West,10,2024-01-15,
480,Customer 480,South,20,2024-01-15,
481,Customer 481 ,North,9999999,2024-01-15,
482,Customer 482,South,30,2024-01-15,
483,Customer 483,North,9999999,2024-01-15,
484,Customer 484,East,30,2024-01-15,
485,Customer 485,South,10,2024-01-15,
486,Customer 486,West,10,2024-01-15,
487,Customer 487,South,20,2024-01-15,
488,Customer 488,West,30,2024-01-15,
489,Customer 489,North,20,2024-01-15,
490,Customer 490,West,30,2024-01-15,
491,Customer 491,South,10,2024-01-15,
492,Customer 492,East,20,2024-01-15,
493,Customer 493,North,30,2024-01-15,
494,Customer 494,South,20,2024-01-15,
495,Customer 495,North,20,2024-01-15,
496,Customer 496,North,30,2024-01-15,
497,Customer 497,North,30,2024-01-15,
498,Customer 498,North,30,2024-01-15,
499,Customer 499,East,20,2024-01-15,
500,Customer 500,South,N/A,2024-01-15,
