id,name,category,amount,signup_date,notes
52,Customer 52,West,30,2024-01-15,
53,Customer 53,West,30,2024-01-15,
54,Customer 54,South,20,2024-01-15,
55,Customer 55,South,10,2024-01-15,
56,Customer 56,South,20,2024-01-15,
57,Customer 57,North,20,2024-01-15,
58,Customer 58,South,9999999,2024-01-15,
59,Customer 59,East,30,2024-01-15,
60,Customer 60,South,10,2024-01-15,
61,Customer 61,East,9999999,2024-01-15,
62,Customer 62,South,30,2024-01-15,
63,Customer 63,West,10,2024-01-15,
64,Customer 64,West,9999999,2024-01-15,
65,Customer 65,West,9999999,2024-01-15,
66,Customer 66,West,10,2024-01-15,
67,Customer 67,North,9999999,2024-01-15,
68,Customer 68,North,20,2024-01-15,
69,Customer 69,West,20,2024-01-15,
70,Customer 70,North,20,2024-01-15,
71,Customer 71,North,30,2024-01-15,
72,Customer 72,North,10,2024-01-15,
73,Customer 73,North,20,2024-01-15,
74,Customer 74 ,North,30,2024-01-15,
75,Customer 75,South,10,2024-01-15,
76,Customer 76,South,9999999,2024-01-15,
77,Customer 77,East,30,2024-01-15,
78,Customer 78,West,30,2024-01-15,
79,Customer 79,North,10,2024-01-15,
80,Customer 80,West,9999999,2024-01-15,
81,Customer 81,West,9999999,2024-01-15,
82,Customer 82,North,30,2024-01-15,
83,Customer 83,North,20,2024-01-15,
84,Customer 84,East,30,2024-01-15,
85,Customer 85,South,9999999,2024-01-15,
86,Customer 86,South,10,2024-01-15,
87,Customer 87,South,30,2024-01-15,
88,Customer 88,East,10,2024-01-15,
89,Customer 89,East,10,2024-01-15,
90,Customer 90,South,30,2024-01-15,
91,Customer 91,South,30,2024-01-15,
92,Customer 92,South,30,2024-01-15,
93,Customer 93,South,20,2024-01-15,
94,Customer 94,South,9999999,2024-01-15,
95,Customer 95,West,20,2024-01-15,
96,Customer 96,North,30,2024-01-15,
97,Customer 97,East,10,2024-01-15,
98,Customer 98,East,9999999,2024-01-15,
99,Customer 99,East,20,2024-01-15,
100,Customer 100,East,9999999,2024-01-15,
101,Customer 101,North,30,2024-01-15,
102,Customer 102,North,20,2024-01-15,
103,Customer 103,West,20,2024-01-15,
104,Customer 104,East,20,2024-01-15,
105,Customer 105,West,20,2024-01-15,
106,Customer 106,West,10,2024-01-15,
107,Customer 107,North,30,2024-01-15,
108,Customer 108,West,10,2024-01-15,
109,Customer 109,West,20,2024-01-15,
110,Customer 110,West,20,2024-01-15,
111,Customer 111 ,North,30,2024-01-15,
112,Customer 112,West,9999999,2024-01-15,
113,Customer 113,North,9999999,2024-01-15,
114,Customer 114,South,20,2024-01-15,
115,Customer 115,North,20,2024-01-15,
116,Customer 116,West,20,2024-01-15,
117,Customer 117,West,20,2024-01-15,
118,Customer 118,South,30,2024-01-15,
119,Customer 119,North,20,2024-01-15,
120,Customer 120,North,10,2024-01-15,
121,Customer 121,West,20,2024-01-15,
122,Customer 122,South,20,2024-01-15,
123,Customer 123,East,10,2024-01-15,
124,Customer 124,East,20,2024-01-15,
125,Customer 125,East,20,2024-01-15,
126,Customer 126,West,30,2024-01-15,
127,Customer 127,North,20,2024-01-15,
128,Customer 128,West,30,2024-01-15,
129,Customer 129,South,9999999,2024-01-15,
130,Customer 130,North,20,2024-01-15,
131,Customer 131,South,9999999,2024-01-15,
132,Customer 132,South,10,2024-01-15,
133,Customer 133,South,20,2024-01-15,
134,Customer 134,North,9999999,2024-01-15,
135,Customer 135,East,10,2024-01-15,
136,Customer 136,North,9999999,2024-01-15,
137,Customer 137,South,10,2024-01-15,
138,Customer 138,East,20,2024-01-15,
139,Customer 139,North,10,2024-01-15,
140,Customer 140,North,9999999,2024-01-15,
141,Customer 141,West,10,2024-01-15,
142,Customer 142,South,30,2024-01-15,
143,Customer 143,West,30,2024-01-15,
144,Customer 144,South,9999999,2024-01-15,
145,Customer 145,South,30,2024-01-15,
146,Customer 146,South,9999999,2024-01-15,
147,Customer 147,North,9999999,2024-01-15,
148,Customer 148 ,West,9999999,2024-01-15,
149,Customer 149,North,30,2024-01-15,
150,Customer 150,West,20,2024-01-15,
151,Customer 151,South,10,2024-01-15,
152,Customer 152,North,30,2024-01-15,
153,Customer 153,East,20,2024-01-15,
154,Customer 154,East,20,2024-01-15,
155,Customer 155,West,20,2024-01-15,
156,Customer 156,North,20,2024-01-15,
157,Customer 157,West,9999999,2024-01-15,
158,Customer 158,South,20,2024-01-15,
159,Customer 159,West,20,2024-01-15,
160,Customer 160,East,9999999,2024-01-15,
161,Customer 161,South,9999999,2024-01-15,
162,Customer 162,East,30,2024-01-15,
163,Customer 163,East,10,2024-01-15,
164,Customer 164,East,10,2024-01-15,
165,Customer 165,West,9999999,2024-01-15,
166,Customer 166,West,10,2024-01-15,
167,Customer 167,East,30,2024-01-15,
168,Customer 168,North,10,2024-01-15,
169,Customer 169,North,20,2024-01-15,
170,Customer 170,East,10,2024-01-15,
171,Customer 171,North,30,2024-01-15,
172,Customer 172,East,20,2024-01-15,
173,Customer 173,West,20,2024-01-15,
174,Customer 174,West,30,2024-01-15,
175,Customer 175,West,20,2024-01-15,
176,Customer 176,North,30,2024-01-15,
177,Customer 177,North,30,2024-01-15,
178,Customer 178,West,20,2024-01-15,
179,Customer 179,East,10,2024-01-15,
180,Customer 180,North,10,2024-01-15,
181,Customer 181,North,30,2024-01-15,
182,Customer 182,North,20,2024-01-15,
183,Customer 183,North,30,2024-01-15,
184,Customer 184,North,9999999,2024-01-15,
185,Customer 185 ,West,30,2024-01-15,
186,Customer 186,South,30,2024-01-15,
187,Customer 187,South,10,2024-01-15,
188,Customer 188,South,10,2024-01-15,
189,Customer 189,North,30,2024-01-15,
190,Customer 190,South,20,2024-01-15,
191,Customer 191,East,30,2024-01-15,
192,Customer 192,East,20,2024-01-15,
193,Customer 193,South,9999999,2024-01-15,
194,Customer 194,East,30,2024-01-15,
195,Customer 195,East,10,2024-01-15,
196,Customer 196,North,10,2024-01-15,
197,Customer 197,South,10,2024-01-15,
198,Customer 198,South,9999999,2024-01-15,
199,Customer 199,North,9999999,2024-01-15,
200,Customer 200,West,9999999,2024-01-15,
201,Customer 201,East,9999999,2024-01-15,
202,Customer 202,South,20,2024-01-15,
203,Customer 203,South,30,2024-01-15,
204,Customer 204,West,20,2024-01-15,
205,Customer 205,North,30,2024-01-15,
206,Customer 206,North,20,2024-01-15,
207,Customer 207,East,10,2024-01-15,
208,Customer 208,South,9999999,2024-01-15,
209,Customer 209,North,10,2024-01-15,
210,Customer 210,East,9999999,2024-01-15,
211,Customer 211,East,20,2024-01-15,
212,Customer 212,West,10,2024-01-15,
213,Customer 213,South,20,2024-01-15,
214,Customer 214,West,30,2024-01-15,
215,Customer 215,East,10,2024-01-15,
216,Customer 216,East,30,2024-01-15,
217,Customer 217,South,30,2024-01-15,
218,Customer 218,East,10,2024-01-15,
219,Customer 219,East,20,2024-01-15,
220,Customer 220,North,20,2024-01-15,
221,Customer 221,West,30,2024-01-15,
222,Customer 222 ,West,10,2024-01-15,
223,Customer 223,South,30,2024-01-15,
224,Customer 224,North,20,2024-01-15,
225,Customer 225,East,10,2024-01-15,
226,Customer 226,South,10,2024-01-15,
227,Customer 227,North,9999999,2024-01-15,
228,Customer 228,North,9999999,2024-01-15,
229,Customer 229,East,30,2024-01-15,
230,Customer 230,North,20,2024-01-15,
231,Customer 231,West,20,2024-01-15,
232,Customer 232,West,30,2024-01-15,
233,Customer 233,East,20,2024-01-15,
234,Customer 234,North,20,2024-01-15,
235,Customer 235,South,9999999,2024-01-15,
236,Customer 236,South,10,2024-01-15,
237,Customer 237,North,10,2024-01-15,
238,Customer 238,South,10,2024-01-15,
239,Customer 239,North,30,2024-01-15,
240,Customer 240,West,9999999,2024-01-15,
241,Customer 241,North,10,2024-01-15,
242,Customer 242,West,20,2024-01-15,
243,Customer 243,North,30,2024-01-15,
244,Customer 244,North,9999999,2024-01-15,
245,Customer 245,North,10,2024-01-15,
246,Customer 246,East,9999999,2024-01-15,
247,Customer 247,East,10,2024-01-15,
248,Customer 248,South,20,2024-01-15,
249,Customer 249,West,20,2024-01-15,
250,Customer 250,West,9999999,2024-01-15,
251,Customer 251,West,10,2024-01-15,
252,Customer 252,North,30,2024-01-15,
253,Customer 253,North,20,2024-01-15,
254,Customer 254,East,20,2024-01-15,
255,Customer 255,East,30,2024-01-15,
256,Customer 256,North,20,2024-01-15,
257,Customer 257,North,9999999,2024-01-15,
258,Customer 258,East,9999999,2024-01-15,
259,Customer 259 ,South,10,2024-01-15,
260,Customer 260,East,9999999,2024-01-15,
261,Customer 261,West,30,2024-01-15,
262,Customer 262,West,9999999,2024-01-15,
263,Customer 263,South,10,2024-01-15,
264,Customer 264,North,30,2024-01-15,
265,Customer 265,North,9999999,2024-01-15,
266,Customer 266,West,30,2024-01-15,
267,Customer 267,West,10,2024-01-15,
268,Customer 268,West,30,2024-01-15,
269,Customer 269,South,20,2024-01-15,
270,Customer 270,North,10,2024-01-15,
271,Customer 271,East,20,2024-01-15,
272,Customer 272,South,30,2024-01-15,
273,Customer 273,North,30,2024-01-15,
274,Customer 274,South,30,2024-01-15,
275,Customer 275,West,9999999,2024-01-15,
276,Customer 276,North,9999999,2024-01-15,
277,Customer 277,North,20,2024-01-15,
278,Customer 278,West,9999999,2024-01-15,
279,Customer 279,East,9999999,2024-01-15,
280,Customer 280,West,20,2024-01-15,
281,Customer 281,West,30,2024-01-15,
282,Customer 282,North,30,2024-01-15,
283,Customer 283,North,30,2024-01-15,
284,Customer 284,East,30,2024-01-15,
285,Customer 285,North,9999999,2024-01-15,
286,Customer 286,North,20,2024-01-15,
287,Customer 287,East,30,2024-01-15,
288,Customer 288,North,30,2024-01-15,
289,Customer 289,West,9999999,2024-01-15,
290,Customer 290,East,10,2024-01-15,
291,Customer 291,East,9999999,2024-01-15,
292,Customer 292,East,10,2024-01-15,
293,Customer 293,North,10,2024-01-15,
294,Customer 294,South,30,2024-01-15,
295,Customer 295,East,20,2024-01-15,
296,Customer 296 ,East,9999999,2024-01-15,
297,Customer 297,East,20,2024-01-15,
298,Customer 298,North,9999999,2024-01-15,
299,Customer 299,South,9999999,2024-01-15,
300,Customer 300,North,10,2024-01-15,
