id,name,category,amount,signup_date,notes
471,Customer 471,South,20,2024-01-15,
472,Customer 472,East,9999999,2024-01-15,
473,Customer 473,West,10,2024-01-15,
474,Customer 474,East,10,2024-01-15,
475,Customer 475,West,10,2024-01-15,
476,Customer 476,East,30,2024-01-15,
477,Customer 477,East,9999999,2024-01-15,
478,Customer 478,South,10,2024-01-15,
479,Customer 479,North,9999999,2024-01-15,
480,Customer 480,South,30,2024-01-15,
481,Customer 481 ,West,10,2024-01-15,
482,Customer 482,West,30,2024-01-15,
483,Customer 483,South,10,2024-01-15,
484,Customer 484,North,10,2024-01-15,
485,Customer 485,West,30,2024-01-15,
486,Customer 486,North,10,2024-01-15,
487,Customer 487,South,20,2024-01-15,
488,Customer 488,West,9999999,2024-01-15,
489,Customer 489,West,30,2024-01-15,
490,Customer 490,West,20,2024-01-15,
491,Customer 491,West,10,2024-01-15,
492,Customer 492,East,9999999,2024-01-15,
493,Customer 493,East,10,2024-01-15,
494,Customer 494,West,20,2024-01-15,
495,Customer 495,South,9999999,2024-01-15,
496,Customer 496,North,30,2024-01-15,
497,Customer 497,East,30,2024-01-15,
498,Customer 498,West,10,2024-01-15,
499,Customer 499,South,30,2024-01-15,
500,Customer 500,North,N/A,2024-01-15,
501,Customer 501,North,9999999,2024-01-15,
502,Customer 502,North,20,2024-01-15,
503,Customer 503,East,10,2024-01-15,
504,Customer 504,South,20,2024-01-15,
505,Customer 505,North,20,2024-01-15,
506,Customer 506,South,20,2024-01-15,
507,Customer 507,East,20,2024-01-15,
508,Customer 508,North,20,2024-01-15,
509,Customer 509,South,30,2024-01-15,
510,Customer 510,East,20,2024-01-15,
511,Customer 511,North,20,2024-01-15,
512,Customer 512,South,10,2024-01-15,
513,Customer 513,East,10,2024-01-15,
514,Customer 514,East,20,2024-01-15,
515,Customer 515,South,10,2024-01-15,
516,Customer 516,North,30,2024-01-15,
517,Customer 517,West,20,2024-01-15,
518,Customer 518 ,North,10,2024-01-15,
519,Customer 519,West,9999999,2024-01-15,
520,Customer 520,North,30,2024-01-15,
521,Customer 521,South,9999999,2024-01-15,
522,Customer 522,East,10,2024-01-15,
523,Customer 523,North,9999999,2024-01-15,
524,Customer 524,West,10,2024-01-15,
525,Customer 525,West,9999999,2024-01-15,
526,Customer 526,West,10,2024-01-15,
527,Customer 527,North,9999999,2024-01-15,
528,Customer 528,East,10,2024-01-15,
529,Customer 529,North,20,2024-01-15,
530,Customer 530,East,20,2024-01-15,
531,Customer 531,West,30,2024-01-15,
532,Customer 532,West,30,2024-01-15,
533,Customer 533,North,9999999,2024-01-15,
534,Customer 534,South,10,2024-01-15,
535,Customer 535,West,9999999,2024-01-15,
536,Customer 536,West,20,2024-01-15,
537,Customer 537,West,30,2024-01-15,
538,Customer 538,West,9999999,2024-01-15,
539,Customer 539,East,10,2024-01-15,
540,Customer 540,East,9999999,2024-01-15,
541,Customer 541,East,30,2024-01-15,
542,Customer 542,West,20,2024-01-15,
543,Customer 543,North,10,2024-01-15,
544,Customer 544,North,10,2024-01-15,
545,Customer 545,North,9999999,2024-01-15,
546,Customer 546,South,30,2024-01-15,
547,Customer 547,East,10,2024-01-15,
548,Customer 548,West,10,2024-01-15,
549,Customer 549,West,30,2024-01-15,
550,Customer 550,East,10,2024-01-15,
551,Customer 551,East,30,2024-01-15,
552,Customer 552,South,10,2024-01-15,
553,Customer 553,West,20,2024-01-15,
554,Customer 554,North,20,2024-01-15,
555,Customer 555 ,East,30,2024-01-15,
556,Customer 556,East,10,2024-01-15,
557,Customer 557,West,20,2024-01-15,
558,Customer 558,East,10,2024-01-15,
559,Customer 559,South,10,2024-01-15,
560,Customer 560,East,30,2024-01-15,
561,Customer 561,East,30,2024-01-15,
562,Customer 562,South,10,2024-01-15,
563,Customer 563,West,20,2024-01-15,
564,Customer 564,South,10,2024-01-15,
565,Customer 565,North,10,2024-01-15,
566,Customer 566,West,20,2024-01-15,
567,Customer 567,West,9999999,2024-01-15,
568,Customer 568,South,30,2024-01-15,
569,Customer 569,East,30,2024-01-15,
570,Customer 570,North,30,2024-01-15,
571,Customer 571,South,10,2024-01-15,
572,Customer 572,North,20,2024-01-15,
573,Customer 573,East,10,2024-01-15,
574,Customer 574,West,9999999,2024-01-15,
575,Customer 575,West,9999999,2024-01-15,
576,Customer 576,East,9999999,2024-01-15,
577,Customer 577,North,20,2024-01-15,
578,Customer 578,West,30,2024-01-15,
579,Customer 579,East,10,2024-01-15,
580,Customer 580,East,9999999,2024-01-15,
581,Customer 581,South,10,2024-01-15,
582,Customer 582,North,9999999,2024-01-15,
583,Customer 583,South,10,2024-01-15,
584,Customer 584,South,30,2024-01-15,
585,Customer 585,East,20,2024-01-15,
586,Customer 586,East,30,2024-01-15,
587,Customer 587,North,10,2024-01-15,
588,Customer 588,West,9999999,2024-01-15,
589,Customer 589,South,20,2024-01-15,
590,Customer 590,South,9999999,2024-01-15,
591,Customer 591,North,30,2024-01-15,
592,Customer 592 ,North,9999999,2024-01-15,
593,Customer 593,North,9999999,2024-01-15,
594,Customer 594,North,9999999,2024-01-15,
595,Customer 595,West,30,2024-01-15,
596,Customer 596,West,9999999,2024-01-15,
597,Customer 597,North,30,2024-01-15,
598,Customer 598,North,9999999,2024-01-15,
599,Customer 599,South,30,2024-01-15,
600,Customer 600,East,9999999,2024-01-15,
601,Customer 601,West,10,2024-01-15,
602,Customer 602,South,10,2024-01-15,
603,Customer 603,West,9999999,2024-01-15,
604,Customer 604,West,10,2024-01-15,
605,Customer 605,East,30,2024-01-15,
606,Customer 606,East,20,2024-01-15,
607,Customer 607,North,20,2024-01-15,
608,Customer 608,South,10,2024-01-15,
609,Customer 609,East,30,2024-01-15,
610,Customer 610,South,20,2024-01-15,
611,Customer 611,South,10,2024-01-15,
612,Customer 612,South,30,2024-01-15,
613,Customer 613,South,20,2024-01-15,
614,Customer 614,South,10,2024-01-15,
615,Customer 615,West,9999999,2024-01-15,
616,Customer 616,East,9999999,2024-01-15,
617,Customer 617,South,30,2024-01-15,
618,Customer 618,North,9999999,2024-01-15,
619,Customer 619,West,9999999,2024-01-15,
620,Customer 620,East,30,2024-01-15,
621,Customer 621,East,10,2024-01-15,
622,Customer 622,East,10,2024-01-15,
623,Customer 623,West,9999999,2024-01-15,
624,Customer 624,North,10,2024-01-15,
625,Customer 625,East,30,2024-01-15,
626,Customer 626,North,10,2024-01-15,
627,Customer 627,West,9999999,2024-01-15,
628,Customer 628,West,10,2024-01-15,
629,Customer 629 ,East,20,2024-01-15,
630,Customer 630,South,9999999,2024-01-15,
631,Customer 631,West,10,2024-01-15,
632,Customer 632,East,10,2024-01-15,
633,Customer 633,South,10,2024-01-15,
634,Customer 634,South,10,2024-01-15,
635,Customer 635,West,9999999,2024-01-15,
636,Customer 636,East,20,2024-01-15,
637,Customer 637,East,30,2024-01-15,
638,Customer 638,West,9999999,2024-01-15,
639,Customer 639,North,30,2024-01-15,
640,Customer 640,North,30,2024-01-15,
641,Customer 641,North,30,2024-01-15,
642,Customer 642,East,9999999,2024-01-15,
643,Customer 643,South,30,2024-01-15,
644,Customer 644,North,30,2024-01-15,
645,Customer 645,East,20,2024-01-15,
646,Customer 646,West,30,2024-01-15,
647,Customer 647,North,20,2024-01-15,
648,Customer 648,West,30,2024-01-15,
649,Customer 649,South,30,2024-01-15,
650,Customer 650,West,10,2024-01-15,
651,Customer 651,North,30,2024-01-15,
652,Customer 652,East,30,2024-01-15,
653,Customer 653,South,20,2024-01-15,
654,Customer 654,West,30,2024-01-15,
655,Customer 655,South,20,2024-01-15,
656,Customer 656,South,20,2024-01-15,
657,Customer 657,East,10,2024-01-15,
658,Customer 658,North,10,2024-01-15,
659,Customer 659,South,30,2024-01-15,
660,Customer 660,South,9999999,2024-01-15,
661,Customer 661,South,20,2024-01-15,
662,Customer 662,West,20,2024-01-15,
663,Customer 663,West,10,2024-01-15,
664,Customer 664,South,30,2024-01-15,
665,Customer 665,East,9999999,2024-01-15,
666,Customer 666 ,South,9999999,2024-01-15,
667,Customer 667,East,20,2024-01-15,
668,Customer 668,South,9999999,2024-01-15,
669,Customer 669,West,30,2024-01-15,
670,Customer 670,East,9999999,2024-01-15,
671,Customer 671,West,9999999,2024-01-15,
672,Customer 672,South,20,2024-01-15,
673,Customer 673,East,20,2024-01-15,
674,Customer 674,West,10,2024-01-15,
675,Customer 675,North,30,2024-01-15,
676,Customer 676,East,10,2024-01-15,
677,Customer 677,South,10,2024-01-15,
678,Customer 678,West,30,2024-01-15,
