id,name,category,amount,signup_date,notes
128,Customer 128,North,10,2024-01-15,
129,Customer 129,East,10,2024-01-15,
130,Customer 130,South,20,2024-01-15,
131,Customer 131,North,9999999,2024-01-15,
132,Customer 132,North,10,2024-01-15,
133,Customer 133,East,20,2024-01-15,
134,Customer 134,South,9999999,2024-01-15,
135,Customer 135,West,30,2024-01-15,
136,Customer 136,East,20,2024-01-15,
137,Customer 137,South,10,2024-01-15,
138,Customer 138,North,9999999,2024-01-15,
139,Customer 139,South,30,2024-01-15,
140,Customer 140,South,30,2024-01-15,
141,Customer 141,West,20,2024-01-15,
142,Customer 142,West,20,2024-01-15,
143,Customer 143,South,30,2024-01-15,
144,Customer 144,West,9999999,2024-01-15,
145,Customer 145,West,10,2024-01-15,
146,Customer 146,West,20,2024-01-15,
147,Customer 147,West,10,2024-01-15,
148,Customer 148 ,West,30,2024-01-15,
149,Customer 149,West,30,2024-01-15,
150,Customer 150,East,9999999,2024-01-15,
151,Customer 151,North,30,2024-01-15,
152,Customer 152,South,20,2024-01-15,
153,Customer 153,West,9999999,2024-01-15,
154,Customer 154,East,10,2024-01-15,
155,Customer 155,West,9999999,2024-01-15,
156,Customer 156,North,20,2024-01-15,
157,Customer 157,West,10,2024-01-15,
158,Customer 158,West,20,2024-01-15,
159,Customer 159,North,20,2024-01-15,
160,Customer 160,South,9999999,2024-01-15,
161,Customer 161,South,30,2024-01-15,
162,Customer 162,South,9999999,2024-01-15,
163,Customer 163,West,10,2024-01-15,
164,Customer 164,East,9999999,2024-01-15,
165,Customer 165,West,20,2024-01-15,
166,Customer 166,North,20,2024-01-15,
167,Customer 167,North,30,2024-01-15,
168,Customer 168,North,9999999,2024-01-15,
169,Customer 169,East,9999999,2024-01-15,
170,Customer 170,East,9999999,2024-01-15,
171,Customer 171,North,9999999,2024-01-15,
172,Customer 172,East,10,2024-01-15,
173,Customer 173,West,20,2024-01-15,
174,Customer 174,South,30,2024-01-15,
175,Customer 175,South,10,2024-01-15,
176,Customer 176,West,9999999,2024-01-15,
177,Customer 177,East,9999999,2024-01-15,
178,Customer 178,North,20,2024-01-15,
179,Customer 179,West,30,2024-01-15,
180,Customer 180,East,10,2024-01-15,
181,Customer 181,West,10,2024-01-15,
182,Customer 182,South,9999999,2024-01-15,
183,Customer 183,West,30,2024-01-15,
184,Customer 184,West,20,2024-01-15,
185,Customer 185 ,North,30,2024-01-15,
186,Customer 186,East,30,2024-01-15,
187,Customer 187,East,30,2024-01-15,
188,Customer 188,West,30,2024-01-15,
189,Customer 189,South,10,2024-01-15,
190,Customer 190,South,9999999,2024-01-15,
191,Customer 191,East,10,2024-01-15,
192,Customer 192,South,10,2024-01-15,
193,Customer 193,South,9999999,2024-01-15,
194,Customer 194,North,30,2024-01-15,
195,Customer 195,North,10,2024-01-15,
196,Customer 196,East,9999999,2024-01-15,
197,Customer 197,East,20,2024-01-15,
198,Customer 198,North,30,2024-01-15,
199,Customer 199,West,30,2024-01-15,
200,Customer 200,South,30,2024-01-15,
201,Customer 201,West,9999999,2024-01-15,
202,Customer 202,West,30,2024-01-15,
203,Customer 203,West,20,2024-01-15,
204,Customer 204,East,20,2024-01-15,
205,Customer 205,South,30,2024-01-15,
206,Customer 206,South,10,2024-01-15,
207,Customer 207,South,9999999,2024-01-15,
208,Customer 208,South,30,2024-01-15,
209,Customer 209,South,30,2024-01-15,
210,Customer 210,South,20,2024-01-15,
211,Customer 211,West,30,2024-01-15,
212,Customer 212,East,9999999,2024-01-15,
213,Customer 213,East,30,2024-01-15,
214,Customer 214,East,9999999,2024-01-15,
215,Customer 215,East,10,2024-01-15,
216,Customer 216,West,30,2024-01-15,
217,Customer 217,South,9999999,2024-01-15,
218,Customer 218,East,30,2024-01-15,
219,Customer 219,West,9999999,2024-01-15,
220,Customer 220,South,10,2024-01-15,
221,Customer 221,West,30,2024-01-15,
222,Customer 222 ,North,20,2024-01-15,
223,Customer 223,East,10,2024-01-15,
224,Customer 224,East,20,2024-01-15,
225,Customer 225,West,10,2024-01-15,
226,Customer 226,East,10,2024-01-15,
227,Customer 227,West,20,2024-01-15,
228,Customer 228,West,30,2024-01-15,
229,Customer 229,East,20,2024-01-15,
230,Customer 230,South,30,2024-01-15,
231,Customer 231,North,9999999,2024-01-15,
232,Customer 232,South,20,2024-01-15,
233,Customer 233,East,30,2024-01-15,
234,Customer 234,West,20,2024-01-15,
235,Customer 235,East,30,2024-01-15,
236,Customer 236,East,10,2024-01-15,
237,Customer 237,South,20,2024-01-15,
238,Customer 238,North,20,2024-01-15,
239,Customer 239,East,30,2024-01-15,
240,Customer 240,South,10,2024-01-15,
241,Customer 241,North,20,2024-01-15,
242,Customer 242,West,9999999,2024-01-15,
243,Customer 243,South,30,2024-01-15,
244,Customer 244,North,30,2024-01-15,
245,Customer 245,West,30,2024-01-15,
246,Customer 246,North,20,2024-01-15,
247,Customer 247,West,9999999,2024-01-15,
248,Customer 248,East,9999999,2024-01-15,
249,Customer 249,West,10,2024-01-15,
250,Customer 250,West,9999999,2024-01-15,
251,Customer 251,West,20,2024-01-15,
252,Customer 252,West,9999999,2024-01-15,
253,Customer 253,North,10,2024-01-15,
254,Customer 254,South,9999999,2024-01-15,
255,Customer 255,South,10,2024-01-15,
256,Customer 256,West,10,2024-01-15,
257,Customer 257,West,30,2024-01-15,
258,Customer 258,East,10,2024-01-15,
259,Customer 259 ,East,10,2024-01-15,
260,Customer 260,South,20,2024-01-15,
261,Customer 261,South,10,2024-01-15,
262,Customer 262,North,9999999,2024-01-15,
263,Customer 263,West,30,2024-01-15,
264,Customer 264,West,10,2024-01-15,
265,Customer 265,North,20,2024-01-15,
266,Customer 266,South,9999999,2024-01-15,
267,Customer 267,South,10,2024-01-15,
268,Customer 268,North,10,2024-01-15,
269,Customer 269,North,20,2024-01-15,
270,Customer 270,South,30,2024-01-15,
271,Customer 271,East,20,2024-01-15,
272,Customer 272,North,9999999,2024-01-15,
273,Customer 273,North,20,2024-01-15,
274,Customer 274,North,20,2024-01-15,
275,Customer 275,South,9999999,2024-01-15,
276,Customer 276,South,10,2024-01-15,
277,Customer 277,East,9999999,2024-01-15,
278,Customer 278,South,9999999,2024-01-15,
279,Customer 279,South,10,2024-01-15,
280,Customer 280,South,20,2024-01-15,
281,Customer 281,South,9999999,2024-01-15,
282,Customer 282,East,30,2024-01-15,
283,Customer 283,South,9999999,2024-01-15,
284,Customer 284,South,9999999,2024-01-15,
285,Customer 285,East,9999999,2024-01-15,
286,Customer 286,North,30,2024-01-15,
287,Customer 287,West,10,2024-01-15,
288,Customer 288,East,30,2024-01-15,
289,Customer 289,East,9999999,2024-01-15,
290,Customer 290,West,20,2024-01-15,
291,Customer 291,North,20,2024-01-15,
292,Customer 292,South,10,2024-01-15,
293,Customer 293,South,20,2024-01-15,
294,Customer 294,North,9999999,2024-01-15,
295,Customer 295,North,20,2024-01-15,
296,Customer 296 ,West,30,2024-01-15,
297,Customer 297,South,10,2024-01-15,
298,Customer 298,East,20,2024-01-15,
299,Customer 299,South,10,2024-01-15,
300,Customer 300,South,10,2024-01-15,
