id,name,category,amount,signup_date,notes
117,Customer 117,North,30,2024-01-15,
118,Customer 118,North,9999999,2024-01-15,
119,Customer 119,North,20,2024-01-15,
120,Customer 120,East,30,2024-01-15,
121,Customer 121,North,30,2024-01-15,
122,Customer 122,East,9999999,2024-01-15,
123,Customer 123,North,10,2024-01-15,
124,Customer 124,North,30,2024-01-15,
125,Customer 125,North,10,2024-01-15,
126,Customer 126,North,9999999,2024-01-15,
127,Customer 127,South,10,2024-01-15,
128,Customer 128,West,20,2024-01-15,
129,Customer 129,North,20,2024-01-15,
130,Customer 130,South,9999999,2024-01-15,
131,Customer 131,South,20,2024-01-15,
132,Customer 132,West,10,2024-01-15,
133,Customer 133,East,9999999,2024-01-15,
134,Customer 134,West,30,2024-01-15,
135,Customer 135,North,30,2024-01-15,
136,Customer 136,East,20,2024-01-15,
137,Customer 137,North,10,2024-01-15,
138,Customer 138,East,10,2024-01-15,
139,Customer 139,West,30,2024-01-15,
140,Customer 140,East,9999999,2024-01-15,
141,Customer 141,North,9999999,2024-01-15,
142,Customer 142,East,10,2024-01-15,
143,Customer 143,North,9999999,2024-01-15,
144,Customer 144,South,30,2024-01-15,
145,Customer 145,East,9999999,2024-01-15,
146,Customer 146,South,30,2024-01-15,
147,Customer 147,East,20,2024-01-15,
148,Customer 148 ,South,20,2024-01-15,
149,Customer 149,North,30,2024-01-15,
150,Customer 150,North,30,2024-01-15,
151,Customer 151,North,9999999,2024-01-15,
152,Customer 152,South,30,2024-01-15,
153,Customer 153,East,9999999,2024-01-15,
154,Customer 154,East,10,2024-01-15,
155,Customer 155,East,20,2024-01-15,
156,Customer 156,South,30,2024-01-15,
157,Customer 157,North,30,2024-01-15,
158,Customer 158,South,10,2024-01-15,
159,Customer 159,North,20,2024-01-15,
160,Customer 160,West,20,2024-01-15,
161,Customer 161,East,10,2024-01-15,
162,Customer 162,North,10,2024-01-15,
163,Customer 163,North,10,2024-01-15,
164,Customer 164,East,30,2024-01-15,
165,Customer 165,West,9999999,2024-01-15,
166,Customer 166,North,20,2024-01-15,
167,Customer 167,North,30,2024-01-15,
168,Customer 168,South,20,2024-01-15,
169,Customer 169,South,20,2024-01-15,
170,Customer 170,East,30,2024-01-15,
171,Customer 171,East,10,2024-01-15,
172,Customer 172,South,20,2024-01-15,
173,Customer 173,North,20,2024-01-15,
174,Customer 174,South,30,2024-01-15,
175,Customer 175,East,20,2024-01-15,
176,Customer 176,South,9999999,2024-01-15,
177,Customer 177,South,10,2024-01-15,
178,Customer 178,North,30,2024-01-15,
179,Customer 179,West,9999999,2024-01-15,
180,Customer 180,West,30,2024-01-15,
181,Customer 181,North,9999999,2024-01-15,
182,Customer 182,East,9999999,2024-01-15,
183,Customer 183,East,20,2024-01-15,
184,Customer 184,North,9999999,2024-01-15,
185,Customer 185 ,North,9999999,2024-01-15,
186,Customer 186,East,10,2024-01-15,
187,Customer 187,South,20,2024-01-15,
188,Customer 188,East,20,2024-01-15,
189,Customer 189,West,30,2024-01-15,
190,Customer 190,South,9999999,2024-01-15,
191,Customer 191,South,10,2024-01-15,
192,Customer 192,North,9999999,2024-01-15,
193,Customer 193,East,20,2024-01-15,
194,Customer 194,South,9999999,2024-01-15,
195,Customer 195,East,20,2024-01-15,
196,Customer 196,West,9999999,2024-01-15,
197,Customer 197,West,20,2024-01-15,
198,Customer 198,East,30,2024-01-15,
199,Customer 199,North,20,2024-01-15,
200,Customer 200,East,10,2024-01-15,
201,Customer 201,South,20,2024-01-15,
202,Customer 202,East,30,2024-01-15,
203,Customer 203,East,30,2024-01-15,
204,Customer 204,West,20,2024-01-15,
205,Customer 205,North,10,2024-01-15,
206,Customer 206,South,9999999,2024-01-15,
207,Customer 207,East,20,2024-01-15,
208,Customer 208,South,9999999,2024-01-15,
209,Customer 209,West,10,2024-01-15,
210,Customer 210,East,9999999,2024-01-15,
211,Customer 211,South,9999999,2024-01-15,
212,Customer 212,North,10,2024-01-15,
213,Customer 213,North,30,2024-01-15,
214,Customer 214,North,30,2024-01-15,
215,Customer 215,North,20,2024-01-15,
216,Customer 216,South,9999999,2024-01-15,
217,Customer 217,West,9999999,2024-01-15,
218,Customer 218,South,9999999,2024-01-15,
219,Customer 219,West,30,2024-01-15,
220,Customer 220,West,20,2024-01-15,
221,Customer 221,North,20,2024-01-15,
222,Customer 222 ,West,9999999,2024-01-15,
223,Customer 223,East,10,2024-01-15,
224,Customer 224,South,30,2024-01-15,
225,Customer 225,North,9999999,2024-01-15,
226,Customer 226,West,20,2024-01-15,
227,Customer 227,North,10,2024-01-15,
228,Customer 228,East,20,2024-01-15,
229,Customer 229,South,20,2024-01-15,
230,Customer 230,South,30,2024-01-15,
231,Customer 231,East,20,2024-01-15,
232,Customer 232,East,30,2024-01-15,
233,Customer 233,South,9999999,2024-01-15,
234,Customer 234,West,30,2024-01-15,
235,Customer 235,North,9999999,2024-01-15,
236,Customer 236,West,20,2024-01-15,
237,Customer 237,East,20,2024-01-15,
238,Customer 238,North,10,2024-01-15,
239,Customer 239,North,10,2024-01-15,
240,Customer 240,South,30,2024-01-15,
241,Customer 241,East,10,2024-01-15,
242,Customer 242,West,30,2024-01-15,
243,Customer 243,East,30,2024-01-15,
244,Customer 244,North,10,2024-01-15,
245,Customer 245,West,9999999,2024-01-15,
246,Customer 246,East,30,2024-01-15,
247,Customer 247,East,9999999,2024-01-15,
248,Customer 248,North,9999999,2024-01-15,
249,Customer 249,West,9999999,2024-01-15,
250,Customer 250,North,20,2024-01-15,
251,Customer 251,South,30,2024-01-15,
252,Customer 252,West,9999999,2024-01-15,
253,Customer 253,South,30,2024-01-15,
254,Customer 254,South,9999999,2024-01-15,
255,Customer 255,North,30,2024-01-15,
256,Customer 256,West,9999999,2024-01-15,
257,Customer 257,East,9999999,2024-01-15,
258,Customer 258,West,10,2024-01-15,
259,Customer 259 ,East,20,2024-01-15,
260,Customer 260,West,10,2024-01-15,
261,Customer 261,West,20,2024-01-15,
262,Customer 262,South,30,2024-01-15,
263,Customer 263,North,10,2024-01-15,
264,Customer 264,East,30,2024-01-15,
265,Customer 265,East,9999999,2024-01-15,
266,Customer 266,West,20,2024-01-15,
267,Customer 267,West,30,2024-01-15,
268,Customer 268,West,20,2024-01-15,
269,Customer 269,East,10,2024-01-15,
270,Customer 270,West,10,2024-01-15,
271,Customer 271,East,10,2024-01-15,
272,Customer 272,West,10,2024-01-15,
273,Customer 273,South,10,2024-01-15,
274,Customer 274,North,20,2024-01-15,
275,Customer 275,East,9999999,2024-01-15,
276,Customer 276,South,30,2024-01-15,
277,Customer 277,South,20,2024-01-15,
278,Customer 278,East,30,2024-01-15,
279,Customer 279,North,10,2024-01-15,
280,Customer 280,West,30,2024-01-15,
281,Customer 281,South,10,2024-01-15,
282,Customer 282,East,30,2024-01-15,
283,Customer 283,South,30,2024-01-15,
284,Customer 284,West,9999999,2024-01-15,
285,Customer 285,West,20,2024-01-15,
286,Customer 286,East,30,2024-01-15,
287,Customer 287,East,20,2024-01-15,
288,Customer 288,North,20,2024-01-15,
289,Customer 289,East,9999999,2024-01-15,
290,Customer 290,South,9999999,2024-01-15,
291,Customer 291,South,30,2024-01-15,
292,Customer 292,South,10,2024-01-15,
293,Customer 293,South,9999999,2024-01-15,
294,Customer 294,West,30,2024-01-15,
295,Customer 295,South,20,2024-01-15,
296,Customer 296 ,West,20,2024-01-15,
297,Customer 297,East,30,2024-01-15,
298,Customer 298,South,9999999,2024-01-15,
299,Customer 299,South,10,2024-01-15,
300,Customer 300,North,30,2024-01-15,
